caso_id,perfil,original,normalizado,transformaciones,valores_monetarios
caso_216,cliente_06_profesional,"Me regala un pescado, caballero","por favor me da un pescado, caballero","[""lowercase"", ""phrase:me regala un""]",[]
caso_217,cliente_06_profesional,Me mandas el menú,me mandas el menú,"[""lowercase""]",[]
caso_218,cliente_06_profesional,Me regala la cuenta,por favor me da la cuenta,"[""lowercase"", ""phrase:me regala la cuenta""]",[]
caso_219,cliente_06_profesional,"Caballero, mándeme una pescado","caballero, mándeme una pescado","[""lowercase""]",[]
caso_220,cliente_06_profesional,Necesito factura a nombre de la empresa,necesito factura necesito factura electrónica,"[""lowercase"", ""phrase:a nombre de la empresa""]",[]
caso_221,cliente_06_profesional,Pásame el menú,pásame el menú,"[""lowercase""]",[]
caso_222,cliente_06_profesional,Tienen el menú del día?,tienen el menú del día?,"[""lowercase""]",[]
caso_223,cliente_06_profesional,"Me manda la cotiza, caballero?","me manda la cotización, caballero?","[""lowercase"", ""alias:cotiza""]",[]
caso_224,cliente_06_profesional,"Me manda la cotiza, estimado?","me manda la cotización, estimado?","[""lowercase"", ""alias:cotiza""]",[]
caso_225,cliente_06_profesional,"Necesito pedir un arroz con camarón, estimado","necesito pedir un arroz con camarón, estimado","[""lowercase""]",[]
caso_226,cliente_06_profesional,Me regala un pescado,por favor me da un pescado,"[""lowercase"", ""phrase:me regala un""]",[]
caso_227,cliente_06_profesional,¿Me envían factura?,¿me envían factura?,"[""lowercase""]",[]
caso_228,cliente_06_profesional,"Estimado, mándeme una cazuela","estimado, mándeme una cazuela","[""lowercase""]",[]
caso_229,cliente_06_profesional,"Caballero, tienen el menú del día?","caballero, tienen el menú del día?","[""lowercase""]",[]
caso_230,cliente_06_profesional,"Caballero, me regala un arroz con camarón","caballero, por favor me da un arroz con camarón","[""lowercase"", ""phrase:me regala un""]",[]
caso_231,cliente_06_profesional,Mándeme una arroz con camarón,mándeme una arroz con camarón,"[""lowercase""]",[]
caso_232,cliente_06_profesional,"Caballero, pásame el menú","caballero, pásame el menú","[""lowercase""]",[]
caso_233,cliente_06_profesional,"Me mandas el menú, estimado","me mandas el menú, estimado","[""lowercase""]",[]
caso_234,cliente_06_profesional,"Estimado, quiero una hamburguesa","estimado, quiero una hamburguesa","[""lowercase""]",[]
caso_235,cliente_06_profesional,Me regala un pescado,por favor me da un pescado,"[""lowercase"", ""phrase:me regala un""]",[]
caso_236,cliente_06_profesional,"Estimado, necesito factura a nombre de la empresa","estimado, necesito factura necesito factura electrónica","[""lowercase"", ""phrase:a nombre de la empresa""]",[]
caso_237,cliente_06_profesional,¿Me envían factura?,¿me envían factura?,"[""lowercase""]",[]
caso_238,cliente_06_profesional,Tienen el menú del día?,tienen el menú del día?,"[""lowercase""]",[]
caso_239,cliente_06_profesional,Me regala la cuenta,por favor me da la cuenta,"[""lowercase"", ""phrase:me regala la cuenta""]",[]
caso_240,cliente_06_profesional,Me mandas el menú,me mandas el menú,"[""lowercase""]",[]
caso_241,cliente_07_baja_alfabetizacion_digital,mándeme una hamburguesa,mándeme una hamburguesa,[],[]
caso_242,cliente_07_baja_alfabetizacion_digital,Quiero una combo,quiero una combo,"[""lowercase""]",[]
caso_243,cliente_07_baja_alfabetizacion_digital,necesito pedir un cazuela,necesito pedir un cazuela,[],[]
caso_244,cliente_07_baja_alfabetizacion_digital,"me regala un pescado, doña","por favor me da un pescado, doña","[""phrase:me regala un""]",[]
caso_245,cliente_07_baja_alfabetizacion_digital,necesito pedir un mojarra frita,necesito pedir un mojarra frita,[],[]
caso_246,cliente_07_baja_alfabetizacion_digital,"don, ¿cuánto vale la arroz con camarón?","don, ¿cuánto vale la arroz con camarón?",[],[]
caso_247,cliente_07_baja_alfabetizacion_digital,"mano, mándeme una mojarra frita","mano, mándeme una mojarra frita",[],[]
caso_248,cliente_07_baja_alfabetizacion_digital,¿a cómo tienen el hamburguesa?,¿a cómo tienen el hamburguesa?,[],[]
caso_249,cliente_07_baja_alfabetizacion_digital,"¿cuánto vale la arroz con camarón, mano?","¿cuánto vale la arroz con camarón, mano?",[],[]
caso_250,cliente_07_baja_alfabetizacion_digital,mándeme una ejecutivo,mándeme una ejecutivo,[],[]
caso_251,cliente_07_baja_alfabetizacion_digital,¿a cómo tienen el cazuela?,¿a cómo tienen el cazuela?,[],[]
caso_252,cliente_07_baja_alfabetizacion_digital,"¿Qué precio tiene la hamburguesa, mano?","¿qué precio tiene la hamburguesa, mano?","[""lowercase""]",[]
caso_253,cliente_07_baja_alfabetizacion_digital,¿qué precio tiene la ejecutivo?,¿qué precio tiene la ejecutivo?,[],[]
caso_254,cliente_07_baja_alfabetizacion_digital,quiero una hamburguesa,quiero una hamburguesa,[],[]
caso_255,cliente_07_baja_alfabetizacion_digital,¿cuánto vale la corrientazo?,¿cuánto vale la almuerzo ejecutivo?,"[""alias:corrientazo""]",[]
caso_256,cliente_07_baja_alfabetizacion_digital,"mano, quiero una arroz con camarón","mano, quiero una arroz con camarón",[],[]
caso_257,cliente_07_baja_alfabetizacion_digital,¿a cómo tienen el arroz con camarón?,¿a cómo tienen el arroz con camarón?,[],[]
caso_258,cliente_07_baja_alfabetizacion_digital,"¿a cómo tienen el corrientazo, don?","¿a cómo tienen el almuerzo ejecutivo, don?","[""alias:corrientazo""]",[]
caso_259,cliente_07_baja_alfabetizacion_digital,quiero una corrientazo,quiero una almuerzo ejecutivo,"[""alias:corrientazo""]",[]
caso_260,cliente_07_baja_alfabetizacion_digital,quiero una arroz con camarón,quiero una arroz con camarón,[],[]
caso_261,cliente_07_baja_alfabetizacion_digital,quiero una mojarra frita,quiero una mojarra frita,[],[]
caso_262,cliente_07_baja_alfabetizacion_digital,me regala un combo,por favor me da un combo,"[""phrase:me regala un""]",[]
caso_263,cliente_07_baja_alfabetizacion_digital,"mándeme una ejecutivo, doña","mándeme una ejecutivo, doña",[],[]
caso_264,cliente_07_baja_alfabetizacion_digital,mándeme una pescado,mándeme una pescado,[],[]
caso_265,cliente_07_baja_alfabetizacion_digital,"doña, necesito pedir un combo","doña, necesito pedir un combo",[],[]
caso_266,cliente_07_baja_alfabetizacion_digital,"don, ¿qué precio tiene la pescado?","don, ¿qué precio tiene la pescado?",[],[]
caso_267,cliente_07_baja_alfabetizacion_digital,me regala un arroz con camarón,por favor me da un arroz con camarón,"[""phrase:me regala un""]",[]
caso_268,cliente_07_baja_alfabetizacion_digital,"doña, en cuanto sale el pescado?","doña, cuánto cuesta el pescado?","[""phrase:en cuanto sale""]",[]
caso_269,cliente_07_baja_alfabetizacion_digital,"Don, me regala un ejecutivo","don, por favor me da un ejecutivo","[""lowercase"", ""phrase:me regala un""]",[]
caso_270,cliente_07_baja_alfabetizacion_digital,"doña, necesito pedir un mojarra frita","doña, necesito pedir un mojarra frita",[],[]
caso_271,cliente_07_baja_alfabetizacion_digital,"don, necesito pedir un mojarra frita","don, necesito pedir un mojarra frita",[],[]
caso_272,cliente_07_baja_alfabetizacion_digital,en cuanto sale el pescado?,cuánto cuesta el pescado?,"[""phrase:en cuanto sale""]",[]
caso_273,cliente_07_baja_alfabetizacion_digital,en cuanto sale el hamburguesa?,cuánto cuesta el hamburguesa?,"[""phrase:en cuanto sale""]",[]
caso_274,cliente_07_baja_alfabetizacion_digital,"don, en cuanto sale el mojarra frita?","don, cuánto cuesta el mojarra frita?","[""phrase:en cuanto sale""]",[]
caso_275,cliente_07_baja_alfabetizacion_digital,"mano, me regala un arroz con camarón","mano, por favor me da un arroz con camarón","[""phrase:me regala un""]",[]
caso_276,cliente_07_baja_alfabetizacion_digital,necesito pedir un pescado,necesito pedir un pescado,[],[]
caso_277,cliente_07_baja_alfabetizacion_digital,"en cuanto sale el corrientazo, mano?","cuánto cuesta el almuerzo ejecutivo, mano?","[""phrase:en cuanto sale"", ""alias:corrientazo""]",[]
caso_278,cliente_07_baja_alfabetizacion_digital,¿cuánto vale la pescado?,¿cuánto vale la pescado?,[],[]
caso_279,cliente_07_baja_alfabetizacion_digital,me regala un ejecutivo,por favor me da un ejecutivo,"[""phrase:me regala un""]",[]
caso_280,cliente_07_baja_alfabetizacion_digital,"don, en cuanto sale el hamburguesa?","don, cuánto cuesta el hamburguesa?","[""phrase:en cuanto sale""]",[]
caso_281,cliente_08_adolescente,"mándeme una mojarra frita, papi","mándeme una mojarra frita, papi",[],[]
caso_282,cliente_08_adolescente,"¿Tienen Daviplata, perro?","¿tienen daviplata, perro?","[""lowercase""]",[]
caso_283,cliente_08_adolescente,"Papi, necesito pedir un pescado","papi, necesito pedir un pescado","[""lowercase""]",[]
caso_284,cliente_08_adolescente,"¿Tienen Daviplata, perro?","¿tienen daviplata, perro?","[""lowercase""]",[]
caso_285,cliente_08_adolescente,necesito pedir un corrientazo,necesito pedir un almuerzo ejecutivo,"[""alias:corrientazo""]",[]
caso_286,cliente_08_adolescente,¿puedo pagar con tarjeta?,¿puedo pagar con tarjeta?,[],[]
caso_287,cliente_08_adolescente,¿tienen daviplata?,¿tienen daviplata?,[],[]
caso_288,cliente_08_adolescente,"necesito pedir un arroz con camarón, papi","necesito pedir un arroz con camarón, papi",[],[]
caso_289,cliente_08_adolescente,"mor, me regala un mojarra frita","mor, por favor me da un mojarra frita","[""phrase:me regala un""]",[]
caso_290,cliente_08_adolescente,"Mor, ¿qué almuerzo tienen barato?","mor, ¿qué almuerzo tienen barato?","[""lowercase""]",[]
caso_291,cliente_08_adolescente,"¿Tienen Daviplata, papi?","¿tienen daviplata, papi?","[""lowercase""]",[]
caso_292,cliente_08_adolescente,tienen corrientazo?,tienen almuerzo ejecutivo?,"[""alias:corrientazo""]",[]
caso_293,cliente_08_adolescente,"Perro, necesito pedir un mojarra frita","perro, necesito pedir un mojarra frita","[""lowercase""]",[]
caso_294,cliente_08_adolescente,"se puede pagar con transferencia, mor?","puedo pagar con transferencia, mor?","[""phrase:se puede pagar con""]",[]
caso_295,cliente_08_adolescente,mándeme una corrientazo,mándeme una almuerzo ejecutivo,"[""alias:corrientazo""]",[]
caso_296,cliente_08_adolescente,"mor, me regala un arroz con camarón","mor, por favor me da un arroz con camarón","[""phrase:me regala un""]",[]
caso_297,cliente_08_adolescente,"papi, algo por menos de 10 mil pesos?","papi, algo por menos de 10 mil pesos?",[],[]
caso_298,cliente_08_adolescente,¿tienen daviplata?,¿tienen daviplata?,[],[]
caso_299,cliente_08_adolescente,"¿qué almuerzo tienen barato, papi?","¿qué almuerzo tienen barato, papi?",[],[]
caso_300,cliente_08_adolescente,necesito pedir un cazuela,necesito pedir un cazuela,[],[]
caso_301,cliente_08_adolescente,"tienen corrientazo, perro?","tienen almuerzo ejecutivo, perro?","[""alias:corrientazo""]",[]
caso_302,cliente_08_adolescente,"Mor, me regala un ejecutivo","mor, por favor me da un ejecutivo","[""lowercase"", ""phrase:me regala un""]",[]
caso_303,cliente_08_adolescente,"¿qué almuerzo tienen barato, papi?","¿qué almuerzo tienen barato, papi?",[],[]
caso_304,cliente_08_adolescente,"tienen corrientazo, bro?","tienen almuerzo ejecutivo, bro?","[""alias:corrientazo""]",[]
caso_305,cliente_08_adolescente,"mor, tienen corrientazo?","mor, tienen almuerzo ejecutivo?","[""alias:corrientazo""]",[]
caso_306,cliente_08_adolescente,"Bro, ¿qué almuerzo tienen barato?","bro, ¿qué almuerzo tienen barato?","[""lowercase""]",[]
caso_307,cliente_08_adolescente,¿reciben nequi?,¿reciben nequi?,[],[]
caso_308,cliente_08_adolescente,Mándeme una hamburguesa,mándeme una hamburguesa,"[""lowercase""]",[]
caso_309,cliente_08_adolescente,"¿reciben nequi, bro?","¿reciben nequi, bro?",[],[]
caso_310,cliente_08_adolescente,"me regala un mojarra frita, perro","por favor me da un mojarra frita, perro","[""phrase:me regala un""]",[]
caso_311,cliente_08_adolescente,"Perro, ¿Puedo pagar con tarjeta?","perro, ¿puedo pagar con tarjeta?","[""lowercase""]",[]
caso_312,cliente_08_adolescente,"papi, ¿qué almuerzo tienen barato?","papi, ¿qué almuerzo tienen barato?",[],[]
caso_313,cliente_08_adolescente,"quiero una ejecutivo, mor","quiero una ejecutivo, mor",[],[]
caso_314,cliente_08_adolescente,"algo por menos de 15 mil, perro?","algo por menos de 15 mil, perro?",[],[]
caso_315,cliente_08_adolescente,"Mor, qué puedo pedir con 15 mil?","mor, qué puedo pedir con 15 mil?","[""lowercase""]",[]
caso_316,cliente_08_adolescente,Me regala un combo,por favor me da un combo,"[""lowercase"", ""phrase:me regala un""]",[]
caso_317,cliente_08_adolescente,"mor, mándeme una hamburguesa","mor, mándeme una hamburguesa",[],[]
caso_318,cliente_08_adolescente,¿Puedo pagar con tarjeta?,¿puedo pagar con tarjeta?,"[""lowercase""]",[]
caso_319,cliente_08_adolescente,"mor, mándeme una combo","mor, mándeme una combo",[],[]
caso_320,cliente_08_adolescente,"¿tienen daviplata, bro?","¿tienen daviplata, bro?",[],[]
caso_321,cliente_09_restricciones,Opciones sin carne?,opciones sin carne?,"[""lowercase""]",[]
caso_322,cliente_09_restricciones,Necesito pedir un mojarra frita,necesito pedir un mojarra frita,"[""lowercase""]",[]
caso_323,cliente_09_restricciones,Pásame el menú,pásame el menú,"[""lowercase""]",[]
caso_324,cliente_09_restricciones,"Me regala un hamburguesa, hola","por favor me da un hamburguesa, hola","[""lowercase"", ""phrase:me regala un""]",[]
caso_325,cliente_09_restricciones,"Necesito pedir un hamburguesa, hola","necesito pedir un hamburguesa, hola","[""lowercase""]",[]
caso_326,cliente_09_restricciones,"Necesito pedir un ejecutivo, hola","necesito pedir un ejecutivo, hola","[""lowercase""]",[]
caso_327,cliente_09_restricciones,"Hola, opciones sin carne?","hola, opciones sin carne?","[""lowercase""]",[]
caso_328,cliente_09_restricciones,"Tienen platos keto, hola?","tienen platos keto, hola?","[""lowercase""]",[]
caso_329,cliente_09_restricciones,"Tienen el menú del día, hola?","tienen el menú del día, hola?","[""lowercase""]",[]
caso_330,cliente_09_restricciones,Me regala un mojarra frita,por favor me da un mojarra frita,"[""lowercase"", ""phrase:me regala un""]",[]
caso_331,cliente_09_restricciones,Pásame el menú,pásame el menú,"[""lowercase""]",[]
caso_332,cliente_09_restricciones,Envíame la carta,envíame la menú,"[""lowercase"", ""alias:carta""]",[]
caso_333,cliente_09_restricciones,Tienen platos keto?,tienen platos keto?,"[""lowercase""]",[]
caso_334,cliente_09_restricciones,¿Tienen algo vegetariano?,¿tienen algo vegetariano?,"[""lowercase""]",[]
caso_335,cliente_09_restricciones,Me mandas el menú,me mandas el menú,"[""lowercase""]",[]
caso_336,cliente_09_restricciones,¿Tienen algo vegetariano?,¿tienen algo vegetariano?,"[""lowercase""]",[]
caso_337,cliente_09_restricciones,"El menú es sin tacc, hola?","el menú es sin tacc, hola?","[""lowercase""]",[]
caso_338,cliente_09_restricciones,Me regala un ejecutivo,por favor me da un ejecutivo,"[""lowercase"", ""phrase:me regala un""]",[]
caso_339,cliente_09_restricciones,"Hola, pásame el menú","hola, pásame el menú","[""lowercase""]",[]
caso_340,cliente_09_restricciones,Pásame el menú,pásame el menú,"[""lowercase""]",[]
caso_341,cliente_09_restricciones,Me mandas el menú,me mandas el menú,"[""lowercase""]",[]
caso_342,cliente_09_restricciones,Tienen platos keto?,tienen platos keto?,"[""lowercase""]",[]
caso_343,cliente_09_restricciones,"Hola, me mandas el menú","hola, me mandas el menú","[""lowercase""]",[]
caso_344,cliente_09_restricciones,Tienen platos keto?,tienen platos keto?,"[""lowercase""]",[]
caso_345,cliente_09_restricciones,Envíame la carta,envíame la menú,"[""lowercase"", ""alias:carta""]",[]
caso_346,cliente_09_restricciones,¿Tienen algo vegetariano?,¿tienen algo vegetariano?,"[""lowercase""]",[]
caso_347,cliente_09_restricciones,Me regala un cazuela,por favor me da un cazuela,"[""lowercase"", ""phrase:me regala un""]",[]
caso_348,cliente_09_restricciones,"Quiero una corrientazo, hola","quiero una almuerzo ejecutivo, hola","[""lowercase"", ""alias:corrientazo""]",[]
caso_349,cliente_09_restricciones,Mándeme una arroz con camarón,mándeme una arroz con camarón,"[""lowercase""]",[]
caso_350,cliente_09_restricciones,Me mandas el menú,me mandas el menú,"[""lowercase""]",[]
caso_351,cliente_09_restricciones,"Hola, me regala un combo","hola, por favor me da un combo","[""lowercase"", ""phrase:me regala un""]",[]
caso_352,cliente_09_restricciones,"Hola, el menú es sin tacc?","hola, el menú es sin tacc?","[""lowercase""]",[]
caso_353,cliente_09_restricciones,Mándeme una combo,mándeme una combo,"[""lowercase""]",[]
caso_354,cliente_09_restricciones,"Hola, el menú es sin tacc?","hola, el menú es sin tacc?","[""lowercase""]",[]
caso_355,cliente_09_restricciones,Opciones sin carne?,opciones sin carne?,"[""lowercase""]",[]
caso_356,cliente_09_restricciones,"Hola, el menú es sin tacc?","hola, el menú es sin tacc?","[""lowercase""]",[]
caso_357,cliente_09_restricciones,Mándeme una corrientazo,mándeme una almuerzo ejecutivo,"[""lowercase"", ""alias:corrientazo""]",[]
caso_358,cliente_09_restricciones,Necesito pedir un ejecutivo,necesito pedir un ejecutivo,"[""lowercase""]",[]
caso_359,cliente_09_restricciones,Quiero una arroz con camarón,quiero una arroz con camarón,"[""lowercase""]",[]
caso_360,cliente_09_restricciones,"Necesito pedir un combo, hola","necesito pedir un combo, hola","[""lowercase""]",[]
caso_361,cliente_10_administrativo,¿Puedo pagar con tarjeta?,¿puedo pagar con tarjeta?,"[""lowercase""]",[]
caso_362,cliente_10_administrativo,Me manda la cotiza?,me manda la cotización?,"[""lowercase"", ""alias:cotiza""]",[]
caso_363,cliente_10_administrativo,"Mándeme una ejecutivo, estimada","mándeme una ejecutivo, estimada","[""lowercase""]",[]
caso_364,cliente_10_administrativo,Quiero una ejecutivo,quiero una ejecutivo,"[""lowercase""]",[]
caso_365,cliente_10_administrativo,Me manda la cotiza?,me manda la cotización?,"[""lowercase"", ""alias:cotiza""]",[]
caso_366,cliente_10_administrativo,"Doc, me manda la cotiza?","doc, me manda la cotización?","[""lowercase"", ""alias:cotiza""]",[]
caso_367,cliente_10_administrativo,Me manda la cotiza?,me manda la cotización?,"[""lowercase"", ""alias:cotiza""]",[]
caso_368,cliente_10_administrativo,Mándeme una combo,mándeme una combo,"[""lowercase""]",[]
caso_369,cliente_10_administrativo,¿Reciben Nequi?,¿reciben nequi?,"[""lowercase""]",[]
caso_370,cliente_10_administrativo,"Estimada, ¿Me envían factura?","estimada, ¿me envían factura?","[""lowercase""]",[]
caso_371,cliente_10_administrativo,"Necesito factura a nombre de la empresa, estimada","necesito factura necesito factura electrónica, estimada","[""lowercase"", ""phrase:a nombre de la empresa""]",[]
caso_372,cliente_10_administrativo,"Estimada, ¿Puedo pagar con tarjeta?","estimada, ¿puedo pagar con tarjeta?","[""lowercase""]",[]
caso_373,cliente_10_administrativo,"¿Me envían factura, estimada?","¿me envían factura, estimada?","[""lowercase""]",[]
caso_374,cliente_10_administrativo,"Se puede pagar con transferencia, señorita?","puedo pagar con transferencia, señorita?","[""lowercase"", ""phrase:se puede pagar con""]",[]
caso_375,cliente_10_administrativo,"Quiero una corrientazo, doc","quiero una almuerzo ejecutivo, doc","[""lowercase"", ""alias:corrientazo""]",[]
caso_376,cliente_10_administrativo,"Doc, ¿Reciben Nequi?","doc, ¿reciben nequi?","[""lowercase""]",[]
caso_377,cliente_10_administrativo,Se puede pagar con transferencia?,puedo pagar con transferencia?,"[""lowercase"", ""phrase:se puede pagar con""]",[]
caso_378,cliente_10_administrativo,Me manda la cotiza?,me manda la cotización?,"[""lowercase"", ""alias:cotiza""]",[]
caso_379,cliente_10_administrativo,Me manda la cotiza?,me manda la cotización?,"[""lowercase"", ""alias:cotiza""]",[]
caso_380,cliente_10_administrativo,"Doc, me regala la cuenta","doc, por favor me da la cuenta","[""lowercase"", ""phrase:me regala la cuenta""]",[]
caso_381,cliente_10_administrativo,Quiero una corrientazo,quiero una almuerzo ejecutivo,"[""lowercase"", ""alias:corrientazo""]",[]
caso_382,cliente_10_administrativo,"Estimada, mándeme una combo","estimada, mándeme una combo","[""lowercase""]",[]
caso_383,cliente_10_administrativo,"Estimada, me regala la cuenta","estimada, por favor me da la cuenta","[""lowercase"", ""phrase:me regala la cuenta""]",[]
caso_384,cliente_10_administrativo,"Me regala la cuenta, estimada","por favor me da la cuenta, estimada","[""lowercase"", ""phrase:me regala la cuenta""]",[]
caso_385,cliente_10_administrativo,"Doc, me regala un pescado","doc, por favor me da un pescado","[""lowercase"", ""phrase:me regala un""]",[]
caso_386,cliente_10_administrativo,Me regala la cuenta,por favor me da la cuenta,"[""lowercase"", ""phrase:me regala la cuenta""]",[]
caso_387,cliente_10_administrativo,"Doc, me regala un ejecutivo","doc, por favor me da un ejecutivo","[""lowercase"", ""phrase:me regala un""]",[]
caso_388,cliente_10_administrativo,"Se puede pagar con transferencia, estimada?","puedo pagar con transferencia, estimada?","[""lowercase"", ""phrase:se puede pagar con""]",[]
caso_389,cliente_10_administrativo,"Señorita, me regala la cuenta","señorita, por favor me da la cuenta","[""lowercase"", ""phrase:me regala la cuenta""]",[]
caso_390,cliente_10_administrativo,Mándeme una cazuela,mándeme una cazuela,"[""lowercase""]",[]
caso_391,cliente_10_administrativo,"Quiero una pescado, estimada","quiero una pescado, estimada","[""lowercase""]",[]
caso_392,cliente_10_administrativo,"Me regala la cuenta, estimada","por favor me da la cuenta, estimada","[""lowercase"", ""phrase:me regala la cuenta""]",[]
caso_393,cliente_10_administrativo,"Doc, quiero una ejecutivo","doc, quiero una ejecutivo","[""lowercase""]",[]
caso_394,cliente_10_administrativo,Se puede pagar con transferencia?,puedo pagar con transferencia?,"[""lowercase"", ""phrase:se puede pagar con""]",[]
caso_395,cliente_10_administrativo,Me regala la cuenta,por favor me da la cuenta,"[""lowercase"", ""phrase:me regala la cuenta""]",[]
caso_396,cliente_10_administrativo,Necesito pedir un corrientazo,necesito pedir un almuerzo ejecutivo,"[""lowercase"", ""alias:corrientazo""]",[]
caso_397,cliente_10_administrativo,Quiero una corrientazo,quiero una almuerzo ejecutivo,"[""lowercase"", ""alias:corrientazo""]",[]
caso_398,cliente_10_administrativo,"Doc, necesito factura a nombre de la empresa","doc, necesito factura necesito factura electrónica","[""lowercase"", ""phrase:a nombre de la empresa""]",[]
caso_399,cliente_10_administrativo,"¿Tienen Daviplata, estimada?","¿tienen daviplata, estimada?","[""lowercase""]",[]
caso_400,cliente_10_administrativo,Me manda la cotiza?,me manda la cotización?,"[""lowercase"", ""alias:cotiza""]",[]
