caso_id,perfil,mensaje,intencion_esperada,subintencion_esperada,intencion_resuelta,subintencion_resuelta,confianza,estado,requiere_aclaracion_esperado,requiere_aclaracion_resuelto,modo_intervencion_esperado,modo_intervencion_resuelto,razon_aclaracion,slots_faltantes_esperados,slots_faltantes_resueltos,slots_faltantes_correctos,clave_pregunta_esperada,clave_pregunta_resuelta,clave_pregunta_correcta,lectura_excluida_activada,mensaje_aclaracion,intencion_correcta,subintencion_correcta,aclaracion_correcta,modo_intervencion_correcto,reglas_aplicadas,candidatos,error
caso_131,perfil_05_habitual_contextual,Sobre lo que veníamos revisando: no sé cuál escoger; ¿qué plato me recomiendan si prefiero algo de sabor suave? Quiero orientación para escoger; la recomendación todavía no es un pedido.,recomendacion,solicitar_recomendacion,recomendacion,solicitar_recomendacion,0.8904309133098246,resolved,False,False,resolved,resolved,,[],[],True,,,True,False,,True,True,True,True,[],"[{""intent"": ""recomendacion"", ""subintent"": ""solicitar_recomendacion"", ""score"": 1.508, ""priority"": 65, ""reasons"": [{""source"": ""Matcher"", ""weight"": 0.56, ""detail"": ""RECOMMENDATION_QUALITY""}, {""source"": ""Matcher"", ""weight"": 0.5, ""detail"": ""RECOMMENDATION_QUERY""}, {""source"": ""Lemma:catalog_fallback"", ""weight"": 0.224, ""detail"": ""recomendar""}, {""source"": ""Lemma:catalog_fallback"", ""weight"": 0.224, ""detail"": ""recomendar""}]}, {""intent"": ""pedido"", ""subintent"": ""iniciar_pedido"", ""score"": 0.288, ""priority"": 90, ""reasons"": [{""source"": ""Lemma:catalog_fallback"", ""weight"": 0.192, ""detail"": ""pedir""}, {""source"": ""Lemma:catalog_fallback"", ""weight"": 0.096, ""detail"": ""querer""}]}]",
caso_132,perfil_05_habitual_contextual,"Vuelvo al tema anterior para aclarar esto: tengo alergia a pescado; ¿qué opción podrían recomendarme después de validar ingredientes y preparación? Es una alergia, no un gusto personal; necesito que lo confirmen con cocina antes de recomendarme algo.",recomendacion,solicitar_recomendacion_por_alergia,seguridad_alimentaria,consultar_alergenos,0.98721138555017,needs_human_safety_validation,True,True,needs_human_safety_validation,needs_human_safety_validation,needs_human_safety_validation,[],[],True,safety_validation,safety_validation,True,False,"Por seguridad, debo validar ingredientes y preparación con el personal del restaurante.",False,False,True,True,"[""PRIORITY_SAFETY_FIRST""]","[{""intent"": ""seguridad_alimentaria"", ""subintent"": ""consultar_alergenos"", ""score"": 3.022, ""priority"": 100, ""reasons"": [{""source"": ""Matcher"", ""weight"": 0.8, ""detail"": ""ALLERGY_QUERY""}, {""source"": ""Matcher"", ""weight"": 0.8, ""detail"": ""ALLERGY_QUERY""}, {""source"": ""Lemma:catalog_fallback"", ""weight"": 0.336, ""detail"": ""alérgico""}, {""source"": ""Lemma:catalog_fallback"", ""weight"": 0.336, ""detail"": ""alérgico""}, {""source"": ""PriorityRule"", ""weight"": 0.75, ""detail"": ""safety_first""}]}, {""intent"": ""catalogo"", ""subintent"": ""consultar_categoria"", ""score"": 0.68, ""priority"": 70, ""reasons"": [{""source"": ""Matcher"", ""weight"": 0.5, ""detail"": ""CATEGORY_QUERY""}, {""source"": ""PhraseMatcher"", ""weight"": 0.18, ""detail"": ""CATEGORIA:pescados""}]}, {""intent"": ""precio"", ""subintent"": ""consultar_precio_producto"", ""score"": 0.55, ""priority"": 95, ""reasons"": [{""source"": ""Matcher"", ""weight"": 0.55, ""detail"": ""PRICE_Q_WH""}]}, {""intent"": ""catalogo"", ""subintent"": ""consultar_producto"", ""score"": 0.216, ""priority"": 70, ""reasons"": [{""source"": ""Lemma:catalog_fallback"", ""weight"": 0.096, ""detail"": ""tener""}, {""source"": ""PhraseMatcher"", ""weight"": 0.12, ""detail"": ""PRODUCTO_BASE:pescado""}]}]",
caso_133,perfil_05_habitual_contextual,"Retomando lo anterior: estoy evitando soya y quisiera una recomendación compatible con esa restricción. Es una restricción alimentaria, no una alergia declarada; todavía no estoy haciendo el pedido.",recomendacion,solicitar_recomendacion_por_restriccion,seguridad_alimentaria,consultar_alergenos,0.7847596568294825,needs_human_safety_validation,True,True,needs_business_lookup,needs_human_safety_validation,needs_human_safety_validation,[],[],True,restriction_recommendation_lookup,safety_validation,False,False,"Por seguridad, debo validar ingredientes y preparación con el personal del restaurante.",False,False,True,False,"[""PRIORITY_SAFETY_FIRST""]","[{""intent"": ""seguridad_alimentaria"", ""subintent"": ""consultar_alergenos"", ""score"": 1.086, ""priority"": 100, ""reasons"": [{""source"": ""Lemma:catalog_fallback"", ""weight"": 0.336, ""detail"": ""alérgico""}, {""source"": ""PriorityRule"", ""weight"": 0.75, ""detail"": ""safety_first""}]}, {""intent"": ""pedido"", ""subintent"": ""iniciar_pedido"", ""score"": 0.288, ""priority"": 90, ""reasons"": [{""source"": ""Lemma:catalog_fallback"", ""weight"": 0.192, ""detail"": ""pedir""}, {""source"": ""Lemma:catalog_fallback"", ""weight"": 0.096, ""detail"": ""querer""}]}, {""intent"": ""recomendacion"", ""subintent"": ""solicitar_recomendacion"", ""score"": 0.224, ""priority"": 65, ""reasons"": [{""source"": ""Lemma:catalog_fallback"", ""weight"": 0.224, ""detail"": ""recomendar""}]}]",
caso_134,perfil_05_habitual_contextual,Sobre lo que veníamos revisando: ¿qué capacidad y condiciones manejan para realizar un almuerzo empresarial de aproximadamente 8 personas? Estoy averiguando capacidad y condiciones; todavía no quiero solicitar el evento.,reserva_evento,consultar_eventos,reserva_evento,consultar_eventos,0.24783532778846562,needs_business_lookup,True,True,needs_business_lookup,needs_business_lookup,needs_business_lookup,[],[],True,events_lookup,events_lookup,True,False,Debo validar las condiciones actuales para realizar eventos en el restaurante.,True,True,True,True,[],"[{""intent"": ""reserva_evento"", ""subintent"": ""consultar_eventos"", ""score"": 0.22, ""priority"": 75, ""reasons"": [{""source"": ""PhraseMatcher"", ""weight"": 0.22, ""detail"": ""SERVICIO:eventos""}]}, {""intent"": ""pedido"", ""subintent"": ""iniciar_pedido"", ""score"": 0.096, ""priority"": 90, ""reasons"": [{""source"": ""Lemma:catalog_fallback"", ""weight"": 0.096, ""detail"": ""querer""}]}]",
caso_135,perfil_05_habitual_contextual,"Vuelvo al tema anterior para aclarar esto: antes de reservar quisiera conocer las condiciones, disponibilidad y posibles costos de la mesa. Solo estoy averiguando cómo funciona la reserva; aún no quiero solicitarla.",reserva_evento,consultar_reserva,reserva_evento,solicitar_reserva,0.917503548608255,needs_user_clarification,True,True,needs_business_lookup,needs_user_clarification,"missing:date,time,party_size",[],"[""date"", ""party_size"", ""time""]",False,reservation_lookup,missing_reservation_date,False,False,¿Para qué fecha necesitas la reserva?,True,False,True,False,"[""PRIORITY_RESERVATION_CONDITIONS""]","[{""intent"": ""reserva_evento"", ""subintent"": ""solicitar_reserva"", ""score"": 1.8, ""priority"": 75, ""reasons"": [{""source"": ""Matcher"", ""weight"": 0.58, ""detail"": ""RESERVATION_REQUEST""}, {""source"": ""Matcher"", ""weight"": 0.58, ""detail"": ""RESERVATION_REQUEST""}, {""source"": ""Lemma:catalog_fallback"", ""weight"": 0.2, ""detail"": ""reservar""}, {""source"": ""Lemma:catalog_fallback"", ""weight"": 0.2, ""detail"": ""reservar""}, {""source"": ""PhraseMatcher"", ""weight"": 0.24, ""detail"": ""SERVICIO:reserva""}]}, {""intent"": ""reserva_evento"", ""subintent"": ""consultar_reserva"", ""score"": 0.55, ""priority"": 75, ""reasons"": [{""source"": ""PriorityRule"", ""weight"": 0.55, ""detail"": ""reservation_conditions""}]}, {""intent"": ""pedido"", ""subintent"": ""iniciar_pedido"", ""score"": 0.192, ""priority"": 90, ""reasons"": [{""source"": ""Lemma:catalog_fallback"", ""weight"": 0.096, ""detail"": ""querer""}, {""source"": ""Lemma:catalog_fallback"", ""weight"": 0.096, ""detail"": ""querer""}]}, {""intent"": ""catalogo"", ""subintent"": ""consultar_disponibilidad_producto"", ""score"": 0.144, ""priority"": 70, ""reasons"": [{""source"": ""Lemma:catalog_fallback"", ""weight"": 0.144, ""detail"": ""disponer""}]}]",
caso_136,perfil_05_habitual_contextual,"Retomando lo anterior: necesito una propuesta para un evento de 20 personas, pero todavía no tengo definida la fecha. Sí quiero gestionar el evento, no solamente conocer información general.",reserva_evento,solicitar_evento,reserva_evento,solicitar_evento,0.7120014979284015,needs_user_clarification,True,True,needs_user_clarification,needs_user_clarification,missing:date,"[""date""]","[""date""]",True,missing_event_date,missing_event_date,True,False,¿Para qué fecha estás planeando el evento?,True,True,True,True,[],"[{""intent"": ""reserva_evento"", ""subintent"": ""solicitar_evento"", ""score"": 0.82, ""priority"": 75, ""reasons"": [{""source"": ""Matcher"", ""weight"": 0.82, ""detail"": ""EVENT_PROPOSAL_FOR_GROUP""}]}, {""intent"": ""pedido"", ""subintent"": ""iniciar_pedido"", ""score"": 0.096, ""priority"": 90, ""reasons"": [{""source"": ""Lemma:catalog_fallback"", ""weight"": 0.096, ""detail"": ""querer""}]}, {""intent"": ""catalogo"", ""subintent"": ""consultar_producto"", ""score"": 0.096, ""priority"": 70, ""reasons"": [{""source"": ""Lemma:catalog_fallback"", ""weight"": 0.096, ""detail"": ""tener""}]}]",
caso_137,perfil_05_habitual_contextual,"Sobre lo que veníamos revisando: quiero reservar una mesa para 10 personas, pero todavía no he indicado la fecha ni la hora. Sí quiero solicitar la reserva, no solamente conocer sus condiciones.",reserva_evento,solicitar_reserva,reserva_evento,solicitar_reserva,0.9157528046569066,needs_user_clarification,True,True,needs_user_clarification,needs_user_clarification,"missing:date,time","[""date"", ""time""]","[""date"", ""time""]",True,missing_reservation_date,missing_reservation_date,True,False,¿Para qué fecha necesitas la reserva?,True,True,True,True,[],"[{""intent"": ""reserva_evento"", ""subintent"": ""solicitar_reserva"", ""score"": 1.8, ""priority"": 75, ""reasons"": [{""source"": ""Matcher"", ""weight"": 0.58, ""detail"": ""RESERVATION_REQUEST""}, {""source"": ""Matcher"", ""weight"": 0.58, ""detail"": ""RESERVATION_REQUEST""}, {""source"": ""Lemma:catalog_fallback"", ""weight"": 0.2, ""detail"": ""reservar""}, {""source"": ""Lemma:catalog_fallback"", ""weight"": 0.2, ""detail"": ""reservar""}, {""source"": ""PhraseMatcher"", ""weight"": 0.24, ""detail"": ""SERVICIO:reserva""}]}, {""intent"": ""pedido"", ""subintent"": ""iniciar_pedido_grupal"", ""score"": 0.58, ""priority"": 90, ""reasons"": [{""source"": ""Matcher"", ""weight"": 0.58, ""detail"": ""ORDER_GROUP_START""}]}, {""intent"": ""pedido"", ""subintent"": ""iniciar_pedido"", ""score"": 0.192, ""priority"": 90, ""reasons"": [{""source"": ""Lemma:catalog_fallback"", ""weight"": 0.096, ""detail"": ""querer""}, {""source"": ""Lemma:catalog_fallback"", ""weight"": 0.096, ""detail"": ""querer""}]}, {""intent"": ""catalogo"", ""subintent"": ""consultar_producto"", ""score"": 0.096, ""priority"": 70, ""reasons"": [{""source"": ""Lemma:catalog_fallback"", ""weight"": 0.096, ""detail"": ""haber""}]}]",
caso_138,perfil_05_habitual_contextual,"Vuelvo al tema anterior para aclarar esto: necesito confirmar si cazuela de mariscos contiene pescado, porque se trata de una alergia alimentaria. Es una consulta de seguridad, no una preferencia; necesito que cocina confirme la información.",seguridad_alimentaria,consultar_alergenos,catalogo,consultar_detalle_producto,0.99,resolved,True,False,needs_human_safety_validation,resolved,,[],[],True,safety_validation,,False,True,,False,False,False,False,"[""CTX_CANTIDAD_PRODUCTO"", ""PRIORITY_SAFETY_FIRST""]","[{""intent"": ""catalogo"", ""subintent"": ""consultar_detalle_producto"", ""score"": 17.36, ""priority"": 70, ""reasons"": [{""source"": ""Matcher"", ""weight"": 0.62, ""detail"": ""PRODUCT_DETAIL_CONTENT""}, {""source"": ""Matcher"", ""weight"": 0.62, ""detail"": ""PRODUCT_DETAIL_CONTENT""}, {""source"": ""Matcher"", ""weight"": 0.62, ""detail"": ""PRODUCT_DETAIL_CONTENT""}, {""source"": ""Matcher"", ""weight"": 0.62, ""detail"": ""PRODUCT_DETAIL_CONTENT""}, {""source"": ""Matcher"", ""weight"": 0.62, ""detail"": ""PRODUCT_DETAIL_CONTENT""}, {""source"": ""Matcher"", ""weight"": 0.62, ""detail"": ""PRODUCT_DETAIL_CONTENT""}, {""source"": ""Matcher"", ""weight"": 0.62, ""detail"": ""PRODUCT_DETAIL_CONTENT""}, {""source"": ""Matcher"", ""weight"": 0.62, ""detail"": ""PRODUCT_DETAIL_CONTENT""}, {""source"": ""Matcher"", ""weight"": 0.62, ""detail"": ""PRODUCT_DETAIL_CONTENT""}, {""source"": ""Matcher"", ""weight"": 0.62, ""detail"": ""PRODUCT_DETAIL_CONTENT""}, {""source"": ""Matcher"", ""weight"": 0.62, ""detail"": ""PRODUCT_DETAIL_CONTENT""}, {""source"": ""Matcher"", ""weight"": 0.62, ""detail"": ""PRODUCT_DETAIL_CONTENT""}, {""source"": ""Matcher"", ""weight"": 0.62, ""detail"": ""PRODUCT_DETAIL_CONTENT""}, {""source"": ""Matcher"", ""weight"": 0.62, ""detail"": ""PRODUCT_DETAIL_CONTENT""}, {""source"": ""Matcher"", ""weight"": 0.62, ""detail"": ""PRODUCT_DETAIL_CONTENT""}, {""source"": ""Matcher"", ""weight"": 0.62, ""detail"": ""PRODUCT_DETAIL_CONTENT""}, {""source"": ""Matcher"", ""weight"": 0.62, ""detail"": ""PRODUCT_DETAIL_CONTENT""}, {""source"": ""Matcher"", ""weight"": 0.62, ""detail"": ""PRODUCT_DETAIL_CONTENT""}, {""source"": ""Matcher"", ""weight"": 0.62, ""detail"": ""PRODUCT_DETAIL_CONTENT""}, {""source"": ""Matcher"", ""weight"": 0.62, ""detail"": ""PRODUCT_DETAIL_CONTENT""}, {""source"": ""Matcher"", ""weight"": 0.62, ""detail"": ""PRODUCT_DETAIL_CONTENT""}, {""source"": ""Matcher"", ""weight"": 0.62, ""detail"": ""PRODUCT_DETAIL_CONTENT""}, {""source"": ""Matcher"", ""weight"": 0.62, ""detail"": ""PRODUCT_DETAIL_CONTENT""}, {""source"": ""Matcher"", ""weight"": 0.62, ""detail"": ""PRODUCT_DETAIL_CONTENT""}, {""source"": ""Matcher"", ""weight"": 0.62, ""detail"": ""PRODUCT_DETAIL_CONTENT""}, {""source"": ""Matcher"", ""weight"": 0.62, ""detail"": ""PRODUCT_DETAIL_CONTENT""}, {""source"": ""Matcher"", ""weight"": 0.62, ""detail"": ""PRODUCT_DETAIL_CONTENT""}, {""source"": ""Matcher"", ""weight"": 0.62, ""detail"": ""PRODUCT_DETAIL_CONTENT""}]}, {""intent"": ""seguridad_alimentaria"", ""subintent"": ""consultar_alergenos"", ""score"": 2.706, ""priority"": 100, ""reasons"": [{""source"": ""Matcher"", ""weight"": 0.82, ""detail"": ""ALLERGEN_CONTENT""}, {""source"": ""Matcher"", ""weight"": 0.8, ""detail"": ""ALLERGY_QUERY""}, {""source"": ""Lemma:catalog_fallback"", ""weight"": 0.336, ""detail"": ""alérgico""}, {""source"": ""PriorityRule"", ""weight"": 0.75, ""detail"": ""safety_first""}]}, {""intent"": ""pedido"", ""subintent"": ""iniciar_pedido"", ""score"": 0.58, ""priority"": 90, ""reasons"": [{""source"": ""Matcher"", ""weight"": 0.58, ""detail"": ""ORDER_WANT_PRODUCT""}]}, {""intent"": ""catalogo"", ""subintent"": ""consultar_categoria"", ""score"": 0.36, ""priority"": 70, ""reasons"": [{""source"": ""PhraseMatcher"", ""weight"": 0.18, ""detail"": ""CATEGORIA:mariscos""}, {""source"": ""PhraseMatcher"", ""weight"": 0.18, ""detail"": ""CATEGORIA:pescados""}]}, {""intent"": ""pedido"", ""subintent"": ""indicar_cantidad"", ""score"": 0.34, ""priority"": 90, ""reasons"": [{""source"": ""Context"", ""weight"": 0.34, ""detail"": ""cantidad_con_producto_activo""}]}]",
caso_139,perfil_05_habitual_contextual,"Retomando lo anterior: ¿usan aceite, utensilios o superficies compartidas con productos que contienen soya? Necesito confirmar contaminación cruzada y utensilios compartidos, no solo leer la lista de ingredientes.",seguridad_alimentaria,consultar_contaminacion_cruzada,seguridad_alimentaria,consultar_contaminacion_cruzada,0.99,needs_human_safety_validation,True,True,needs_human_safety_validation,needs_human_safety_validation,needs_human_safety_validation,[],[],True,cross_contamination_validation,cross_contamination_validation,True,False,"Por seguridad, debo confirmar con cocina el manejo de utensilios, aceite y superficies.",True,True,True,True,"[""PRIORITY_SAFETY_FIRST""]","[{""intent"": ""seguridad_alimentaria"", ""subintent"": ""consultar_contaminacion_cruzada"", ""score"": 7.162, ""priority"": 100, ""reasons"": [{""source"": ""Matcher"", ""weight"": 0.82, ""detail"": ""CROSS_CONTAMINATION""}, {""source"": ""Matcher"", ""weight"": 0.82, ""detail"": ""CROSS_CONTAMINATION""}, {""source"": ""Matcher"", ""weight"": 0.82, ""detail"": ""CROSS_CONTAMINATION""}, {""source"": ""Matcher"", ""weight"": 0.82, ""detail"": ""CROSS_CONTAMINATION""}, {""source"": ""Matcher"", ""weight"": 0.82, ""detail"": ""CROSS_CONTAMINATION""}, {""source"": ""Matcher"", ""weight"": 0.82, ""detail"": ""CROSS_CONTAMINATION""}, {""source"": ""Matcher"", ""weight"": 0.82, ""detail"": ""CROSS_CONTAMINATION""}, {""source"": ""Lemma:catalog_fallback"", ""weight"": 0.336, ""detail"": ""contaminar""}, {""source"": ""Lemma:catalog_fallback"", ""weight"": 0.336, ""detail"": ""contaminar""}, {""source"": ""PriorityRule"", ""weight"": 0.75, ""detail"": ""safety_first""}]}, {""intent"": ""seguridad_alimentaria"", ""subintent"": ""consultar_alergenos"", ""score"": 0.72, ""priority"": 100, ""reasons"": [{""source"": ""Matcher"", ""weight"": 0.72, ""detail"": ""ALLERGEN_OPEN_QUERY""}]}]",
caso_140,perfil_05_habitual_contextual,Sobre lo que veníamos revisando: estoy entre mojarra y salmón; ¿cuál es más suave y fácil de comer? Quiero compararlos por ese criterio antes de escoger; todavía no estoy pidiendo ninguno.,catalogo,comparar_productos,catalogo,comparar_productos,0.8623443497103178,needs_business_lookup,True,True,needs_business_lookup,needs_business_lookup,needs_business_lookup,[],[],True,comparison_lookup,comparison_lookup,True,False,Debo consultar la información de los platos para compararlos con ese criterio.,True,True,True,True,"[""PRIORITY_PRODUCT_COMPARISON""]","[{""intent"": ""catalogo"", ""subintent"": ""comparar_productos"", ""score"": 1.48, ""priority"": 70, ""reasons"": [{""source"": ""Matcher"", ""weight"": 0.78, ""detail"": ""PRODUCT_COMPARISON""}, {""source"": ""PriorityRule"", ""weight"": 0.7, ""detail"": ""explicit_product_comparison""}]}, {""intent"": ""precio"", ""subintent"": ""consultar_precio_producto"", ""score"": 0.55, ""priority"": 95, ""reasons"": [{""source"": ""Matcher"", ""weight"": 0.55, ""detail"": ""PRICE_Q_WH""}]}, {""intent"": ""pedido"", ""subintent"": ""iniciar_pedido"", ""score"": 0.288, ""priority"": 90, ""reasons"": [{""source"": ""Lemma:catalog_fallback"", ""weight"": 0.192, ""detail"": ""pedir""}, {""source"": ""Lemma:catalog_fallback"", ""weight"": 0.096, ""detail"": ""querer""}]}, {""intent"": ""catalogo"", ""subintent"": ""consultar_producto"", ""score"": 0.24, ""priority"": 70, ""reasons"": [{""source"": ""PhraseMatcher"", ""weight"": 0.12, ""detail"": ""PRODUCTO_BASE:mojarra""}, {""source"": ""PhraseMatcher"", ""weight"": 0.12, ""detail"": ""PRODUCTO_BASE:salmon""}]}]",
caso_141,perfil_05_habitual_contextual,"Vuelvo al tema anterior para aclarar esto: quisiera saber cuáles cazuelas tienen disponibles dentro de la carta regular. Necesito conocer los platos de esa categoría, no recibir el archivo completo del menú.",catalogo,consultar_categoria,catalogo,consultar_categoria,0.4872669809581095,ambiguous,False,True,resolved,needs_user_clarification,close_candidates,[],[],True,,close_candidates,False,False,Tu mensaje admite dos interpretaciones. ¿Qué deseas hacer?,True,True,False,False,[],"[{""intent"": ""catalogo"", ""subintent"": ""consultar_categoria"", ""score"": 0.68, ""priority"": 70, ""reasons"": [{""source"": ""Matcher"", ""weight"": 0.5, ""detail"": ""CATEGORY_QUERY""}, {""source"": ""PhraseMatcher"", ""weight"": 0.18, ""detail"": ""CATEGORIA:cazuelas""}]}, {""intent"": ""menu"", ""subintent"": ""solicitar_menu"", ""score"": 0.6, ""priority"": 80, ""reasons"": [{""source"": ""PhraseMatcher"", ""weight"": 0.3, ""detail"": ""SERVICIO:menu_pdf""}, {""source"": ""PhraseMatcher"", ""weight"": 0.3, ""detail"": ""SERVICIO:menu_pdf""}]}, {""intent"": ""catalogo"", ""subintent"": ""consultar_disponibilidad_producto"", ""score"": 0.144, ""priority"": 70, ""reasons"": [{""source"": ""Lemma:catalog_fallback"", ""weight"": 0.144, ""detail"": ""disponer""}]}, {""intent"": ""pago"", ""subintent"": ""consultar_medio_pago"", ""score"": 0.12, ""priority"": 75, ""reasons"": [{""source"": ""Lemma:catalog_fallback"", ""weight"": 0.12, ""detail"": ""aceptar""}]}, {""intent"": ""pedido"", ""subintent"": ""iniciar_pedido"", ""score"": 0.096, ""priority"": 90, ""reasons"": [{""source"": ""Lemma:catalog_fallback"", ""weight"": 0.096, ""detail"": ""querer""}]}]",
caso_142,perfil_05_habitual_contextual,"Retomando lo anterior: ¿qué opciones de la carta pueden ofrecer sin huevo, teniendo en cuenta esa restricción? Uso la restricción para filtrar la carta; no estoy reportando una alergia ni haciendo un pedido.",catalogo,consultar_categoria_por_restriccion,seguridad_alimentaria,consultar_alergenos,0.6876403404135962,needs_human_safety_validation,True,True,needs_business_lookup,needs_human_safety_validation,needs_human_safety_validation,[],[],True,restriction_catalog_lookup,safety_validation,False,False,"Por seguridad, debo validar ingredientes y preparación con el personal del restaurante.",False,False,True,False,"[""PRIORITY_SAFETY_FIRST""]","[{""intent"": ""seguridad_alimentaria"", ""subintent"": ""consultar_alergenos"", ""score"": 1.086, ""priority"": 100, ""reasons"": [{""source"": ""Lemma:catalog_fallback"", ""weight"": 0.336, ""detail"": ""alérgico""}, {""source"": ""PriorityRule"", ""weight"": 0.75, ""detail"": ""safety_first""}]}, {""intent"": ""catalogo"", ""subintent"": ""consultar_categoria_por_restriccion"", ""score"": 0.82, ""priority"": 70, ""reasons"": [{""source"": ""Matcher"", ""weight"": 0.82, ""detail"": ""CATEGORY_DIETARY_RESTRICTION""}]}, {""intent"": ""pedido"", ""subintent"": ""solicitar_modificacion"", ""score"": 0.62, ""priority"": 90, ""reasons"": [{""source"": ""Matcher"", ""weight"": 0.62, ""detail"": ""MODIFICATION_REMOVE""}]}, {""intent"": ""menu"", ""subintent"": ""solicitar_menu"", ""score"": 0.6, ""priority"": 80, ""reasons"": [{""source"": ""PhraseMatcher"", ""weight"": 0.3, ""detail"": ""SERVICIO:menu_pdf""}, {""source"": ""PhraseMatcher"", ""weight"": 0.3, ""detail"": ""SERVICIO:menu_pdf""}]}, {""intent"": ""pedido"", ""subintent"": ""iniciar_pedido"", ""score"": 0.192, ""priority"": 90, ""reasons"": [{""source"": ""Lemma:catalog_fallback"", ""weight"": 0.192, ""detail"": ""pedir""}]}]",
caso_143,perfil_05_habitual_contextual,Sobre lo que veníamos revisando: no conozco esa preparación; ¿me explican qué significa pedir un pescado al ajillo? Solo quiero entender qué significa esa preparación; aún no la estoy eligiendo para un pedido.,catalogo,consultar_definicion_preparacion,catalogo,consultar_definicion_preparacion,0.8983276610857497,resolved,False,False,resolved,resolved,,[],[],True,,,True,False,,True,True,True,True,"[""PRIORITY_NEGATION_MODIFICATION""]","[{""intent"": ""catalogo"", ""subintent"": ""consultar_definicion_preparacion"", ""score"": 2.4, ""priority"": 70, ""reasons"": [{""source"": ""Matcher"", ""weight"": 0.6, ""detail"": ""PREPARATION_DEFINITION""}, {""source"": ""Matcher"", ""weight"": 0.6, ""detail"": ""PREPARATION_DEFINITION""}, {""source"": ""Matcher"", ""weight"": 0.6, ""detail"": ""PREPARATION_DEFINITION""}, {""source"": ""Matcher"", ""weight"": 0.6, ""detail"": ""PREPARATION_DEFINITION""}]}, {""intent"": ""pedido"", ""subintent"": ""iniciar_pedido"", ""score"": 2.22, ""priority"": 90, ""reasons"": [{""source"": ""Matcher"", ""weight"": 0.58, ""detail"": ""ORDER_WANT_PRODUCT""}, {""source"": ""Matcher"", ""weight"": 0.58, ""detail"": ""ORDER_WANT_PRODUCT""}, {""source"": ""Matcher"", ""weight"": 0.58, ""detail"": ""ORDER_WANT_PRODUCT""}, {""source"": ""Lemma:catalog_fallback"", ""weight"": 0.192, ""detail"": ""pedir""}, {""source"": ""Lemma:catalog_fallback"", ""weight"": 0.192, ""detail"": ""pedir""}, {""source"": ""Lemma:catalog_fallback"", ""weight"": 0.096, ""detail"": ""querer""}]}, {""intent"": ""catalogo"", ""subintent"": ""consultar_preparacion"", ""score"": 1.18, ""priority"": 70, ""reasons"": [{""source"": ""Matcher"", ""weight"": 0.54, ""detail"": ""PREPARATION_SEARCH""}, {""source"": ""Matcher"", ""weight"": 0.54, ""detail"": ""PREPARATION_SEARCH""}, {""source"": ""PhraseMatcher"", ""weight"": 0.1, ""detail"": ""PREPARACION:al_ajillo""}]}, {""intent"": ""catalogo"", ""subintent"": ""consultar_categoria"", ""score"": 1.18, ""priority"": 70, ""reasons"": [{""source"": ""Matcher"", ""weight"": 0.5, ""detail"": ""CATEGORY_QUERY""}, {""source"": ""Matcher"", ""weight"": 0.5, ""detail"": ""CATEGORY_QUERY""}, {""source"": ""PhraseMatcher"", ""weight"": 0.18, ""detail"": ""CATEGORIA:pescados""}]}, {""intent"": ""precio"", ""subintent"": ""consultar_precio_producto"", ""score"": 1.1, ""priority"": 95, ""reasons"": [{""source"": ""Matcher"", ""weight"": 0.55, ""detail"": ""PRICE_Q_WH""}, {""source"": ""Matcher"", ""weight"": 0.55, ""detail"": ""PRICE_Q_WH""}]}]",
