caso_id,perfil,original,normalizado,transformaciones,valores_monetarios
caso_018,perfil_01_coloquial_presupuesto,"Oiga, ¿se puede pedir mapará frito, o esa preparación no está disponible para ese pescado?","oiga, ¿se puede pedir mapará frito, o esa preparación no está disponible para ese pescado?","[""lowercase""]",[]
caso_019,perfil_01_coloquial_presupuesto,"Pana, quisiera confirmar si en este momento ofrecen langostinos al ajillo dentro de la carta.","pana, quisiera confirmar si en este momento ofrecen langostinos al ajillo dentro de la menú.","[""lowercase"", ""alias:carta""]",[]
caso_020,perfil_01_coloquial_presupuesto,"Parce, necesito coordinar la entrega de 4 almuerzos en un solo punto; ¿qué tiempo y condiciones manejan?","parce, necesito coordinar la entrega de 4 almuerzos en un solo punto; ¿qué tiempo y condiciones manejan?","[""lowercase""]",[]
caso_021,perfil_01_coloquial_presupuesto,"Buenas, quiero que envíen el pedido a la misma dirección que usé anteriormente, pero no la veo en esta conversación.","buenas, quiero que envíen el pedido a la misma dirección que usé anteriormente, pero no la veo en esta conversación.","[""lowercase""]",[]
caso_022,perfil_01_coloquial_presupuesto,"Oiga, ¿cuál es el horario de atención del restaurante para el lunes, tanto al mediodía como en la noche?","oiga, ¿cuál es el horario de atención del restaurante para el lunes, tanto al mediodía como en la noche?","[""lowercase""]",[]
caso_023,perfil_01_coloquial_presupuesto,"Pana, quisiera confirmar si el restaurante dispone de baño para clientes y acceso cómodo al salón.","pana, quisiera confirmar si el restaurante dispone de baño para clientes y acceso cómodo al salón.","[""lowercase""]",[]
caso_024,perfil_01_coloquial_presupuesto,"Parce, ¿el restaurante cuenta con parqueadero para clientes y tiene algún costo adicional?","parce, ¿el restaurante cuenta con parqueadero para clientes y tiene algún costo adicional?","[""lowercase""]",[]
caso_025,perfil_01_coloquial_presupuesto,"Buenas, ¿me pueden indicar la dirección exacta del restaurante y una referencia para llegar con facilidad?","buenas, ¿me pueden indicar la dirección exacta del restaurante y una referencia para llegar con facilidad?","[""lowercase""]",[]
caso_026,perfil_01_coloquial_presupuesto,"Oiga, vi una versión anterior de la carta y quisiera saber qué platos o precios cambiaron recientemente.","oiga, vi una versión anterior de la menú y quisiera saber qué platos o precios cambiaron recientemente.","[""lowercase"", ""alias:carta""]",[]
caso_027,perfil_01_coloquial_presupuesto,"Pana, es mi primera consulta y quisiera conocer, en términos generales, qué ofrece el restaurante.","pana, es mi primera consulta y quisiera conocer, en términos generales, qué ofrece el restaurante.","[""lowercase""]",[]
caso_028,perfil_01_coloquial_presupuesto,"Parce, el menú que me enviaron antes ya no me aparece; ¿pueden mandármelo nuevamente?","parce, el menú que me enviaron antes ya no me aparece; ¿pueden mandármelo nuevamente?","[""lowercase""]",[]
caso_029,perfil_01_coloquial_presupuesto,"Buenas, necesito que cada almuerzo vaya separado y marcado; ¿pueden preparar el empaque de esa manera?","buenas, necesito que cada almuerzo vaya separado y marcado; ¿pueden preparar el empaque de esa manera?","[""lowercase""]",[]
caso_030,perfil_01_coloquial_presupuesto,"Oiga, tengo alergia a gluten; ¿qué opción podrían recomendarme después de validar ingredientes y preparación?","oiga, tengo alergia a gluten; ¿qué opción podrían recomendarme después de validar ingredientes y preparación?","[""lowercase""]",[]
caso_031,perfil_02_directo_tiempo_limitado,"Necesito resolver esto pronto: ¿cómo funciona el domicilio, cuánto suele tardar y qué condiciones manejan para la entrega?","necesito resolver esto pronto: ¿cómo funciona el domicilio, cuánto suele tardar y qué condiciones manejan para la entrega?","[""lowercase""]",[]
caso_032,perfil_02_directo_tiempo_limitado,Necesito resolver esto pronto: quisiera programar la entrega para las doce del día; ¿pueden confirmar si atienden exactamente a esa hora?,necesito resolver esto pronto: quisiera programar la entrega para las doce del día; ¿pueden confirmar si atienden exactamente a esa hora?,"[""lowercase""]",[]
caso_033,perfil_02_directo_tiempo_limitado,Necesito resolver esto pronto: ¿hoy tienen disponible bagre a la marinera o ya se terminó para el servicio de almuerzo?,necesito resolver esto pronto: ¿hoy tienen disponible bagre a la marinera o ya se terminó para el servicio de almuerzo?,"[""lowercase""]",[]
caso_034,perfil_02_directo_tiempo_limitado,Necesito resolver esto pronto: quiero pedir una porción de trucha al ajillo para el almuerzo de hoy.,necesito resolver esto pronto: quiero pedir una porción de trucha al ajillo para el almuerzo de hoy.,"[""lowercase""]",[]
caso_035,perfil_02_directo_tiempo_limitado,"Necesito resolver esto pronto: para completar el pedido, anote 3 porciones de cazuela de mariscos y 3 de langostinos al ajillo.","necesito resolver esto pronto: para completar el pedido, anote 3 porciones de cazuela de mariscos y 3 de langostinos al ajillo.","[""lowercase""]",[]
caso_036,perfil_02_directo_tiempo_limitado,"Necesito resolver esto pronto: ¿cuál es el horario de atención del restaurante para el jueves, tanto al mediodía como en la noche?","necesito resolver esto pronto: ¿cuál es el horario de atención del restaurante para el jueves, tanto al mediodía como en la noche?","[""lowercase""]",[]
caso_037,perfil_02_directo_tiempo_limitado,"Necesito resolver esto pronto: ¿me pueden compartir el menú completo para revisar platos, presentaciones y precios?","necesito resolver esto pronto: ¿me pueden compartir el menú completo para revisar platos, presentaciones y precios?","[""lowercase""]",[]
caso_038,perfil_02_directo_tiempo_limitado,"Necesito resolver esto pronto: antes de decidir, quisiera saber cuál es el precio actual de sancocho de bagre.","necesito resolver esto pronto: antes de decidir, quisiera saber cuál es el precio actual de sancocho de bagre.","[""lowercase""]",[]
caso_039,perfil_02_directo_tiempo_limitado,"Necesito resolver esto pronto: antes de hacer el pedido, quisiera confirmar si reciben pagos por código QR.","necesito resolver esto pronto: antes de hacer el pedido, quisiera confirmar si reciben pagos por código qr.","[""lowercase""]",[]
caso_040,perfil_02_directo_tiempo_limitado,Necesito resolver esto pronto: muchas gracias por la información y por ayudarme a revisar las opciones de la carta.,necesito resolver esto pronto: muchas gracias por la información y por ayudarme a revisar las opciones de la menú.,"[""lowercase"", ""alias:carta""]",[]
caso_041,perfil_02_directo_tiempo_limitado,Necesito resolver esto pronto: quisiera confirmar si en este momento ofrecen bagre a la marinera dentro de la carta.,necesito resolver esto pronto: quisiera confirmar si en este momento ofrecen bagre a la marinera dentro de la menú.,"[""lowercase"", ""alias:carta""]",[]
caso_042,perfil_02_directo_tiempo_limitado,Necesito resolver esto pronto: necesito coordinar la entrega de 15 almuerzos en un solo punto; ¿qué tiempo y condiciones manejan?,necesito resolver esto pronto: necesito coordinar la entrega de 15 almuerzos en un solo punto; ¿qué tiempo y condiciones manejan?,"[""lowercase""]",[]
caso_043,perfil_02_directo_tiempo_limitado,"Necesito resolver esto pronto: quiero que envíen el pedido a la misma dirección que usé anteriormente, pero no la veo en esta conversación.","necesito resolver esto pronto: quiero que envíen el pedido a la misma dirección que usé anteriormente, pero no la veo en esta conversación.","[""lowercase""]",[]
caso_044,perfil_02_directo_tiempo_limitado,Necesito resolver esto pronto: quisiera confirmar si el restaurante dispone de baño para clientes y acceso cómodo al salón.,necesito resolver esto pronto: quisiera confirmar si el restaurante dispone de baño para clientes y acceso cómodo al salón.,"[""lowercase""]",[]
caso_045,perfil_02_directo_tiempo_limitado,Necesito resolver esto pronto: ¿el restaurante cuenta con parqueadero para clientes y tiene algún costo adicional?,necesito resolver esto pronto: ¿el restaurante cuenta con parqueadero para clientes y tiene algún costo adicional?,"[""lowercase""]",[]
caso_046,perfil_02_directo_tiempo_limitado,Necesito resolver esto pronto: ¿me pueden indicar la dirección exacta del restaurante y una referencia para llegar con facilidad?,necesito resolver esto pronto: ¿me pueden indicar la dirección exacta del restaurante y una referencia para llegar con facilidad?,"[""lowercase""]",[]
caso_047,perfil_02_directo_tiempo_limitado,Necesito resolver esto pronto: vi una versión anterior de la carta y quisiera saber qué platos o precios cambiaron recientemente.,necesito resolver esto pronto: vi una versión anterior de la menú y quisiera saber qué platos o precios cambiaron recientemente.,"[""lowercase"", ""alias:carta""]",[]
caso_048,perfil_02_directo_tiempo_limitado,"Necesito resolver esto pronto: es mi primera consulta y quisiera conocer, en términos generales, qué ofrece el restaurante.","necesito resolver esto pronto: es mi primera consulta y quisiera conocer, en términos generales, qué ofrece el restaurante.","[""lowercase""]",[]
caso_049,perfil_02_directo_tiempo_limitado,Necesito resolver esto pronto: el menú que me enviaron antes ya no me aparece; ¿pueden mandármelo nuevamente?,necesito resolver esto pronto: el menú que me enviaron antes ya no me aparece; ¿pueden mandármelo nuevamente?,"[""lowercase""]",[]
caso_050,perfil_02_directo_tiempo_limitado,Necesito resolver esto pronto: necesito que cada almuerzo vaya separado y marcado; ¿pueden preparar el empaque de esa manera?,necesito resolver esto pronto: necesito que cada almuerzo vaya separado y marcado; ¿pueden preparar el empaque de esa manera?,"[""lowercase""]",[]
caso_051,perfil_02_directo_tiempo_limitado,Necesito resolver esto pronto: para registrar la compra necesito factura electrónica; ¿el restaurante la expide y qué datos solicita?,necesito resolver esto pronto: para registrar la compra necesito factura electrónica; ¿el restaurante la expide y qué datos solicita?,"[""lowercase""]",[]
caso_052,perfil_02_directo_tiempo_limitado,Necesito resolver esto pronto: quisiera saber si cuentan con menú infantil o alguna presentación pensada para una porción pequeña.,necesito resolver esto pronto: quisiera saber si cuentan con menú menú infantil o alguna presentación pensada para una porción pequeña.,"[""lowercase"", ""alias:infantil""]",[]
caso_053,perfil_02_directo_tiempo_limitado,Necesito resolver esto pronto: ¿puedo pagar una parte por Nequi y completar el resto con Daviplata?,necesito resolver esto pronto: ¿puedo pagar una parte por nequi y completar el resto con daviplata?,"[""lowercase""]",[]
caso_054,perfil_02_directo_tiempo_limitado,"Necesito resolver esto pronto: al pedido que estamos armando agréguele también una porción de sancocho de bagre, por favor.","necesito resolver esto pronto: al pedido que estamos armando agréguele también una porción de sancocho de bagre, por favor.","[""lowercase""]",[]
caso_055,perfil_02_directo_tiempo_limitado,Necesito resolver esto pronto: del plato que acabamos de revisar necesito exactamente 3 unidades.,necesito resolver esto pronto: del plato que acabamos de revisar necesito exactamente 3 unidades.,"[""lowercase""]",[]
caso_056,perfil_02_directo_tiempo_limitado,"Necesito resolver esto pronto: necesito organizar almuerzo para 10 personas, pero todavía no hemos definido qué platos pedir.","necesito resolver esto pronto: necesito organizar almuerzo para 10 personas, pero todavía no hemos definido qué platos pedir.","[""lowercase""]",[]
caso_057,perfil_02_directo_tiempo_limitado,"Necesito resolver esto pronto: quisiera repetir exactamente el pedido de la vez pasada, aunque aquí no aparece el historial.","necesito resolver esto pronto: quisiera repetir exactamente el pedido de la vez pasada, aunque aquí no aparece el historial.","[""lowercase""]",[]
caso_058,perfil_02_directo_tiempo_limitado,"Necesito resolver esto pronto: para salmón, que es el pescado que estamos revisando, prefiero la preparación al vapor.","necesito resolver esto pronto: para salmón, que es el pescado que estamos revisando, prefiero la preparación al vapor.","[""lowercase""]",[]
caso_059,perfil_02_directo_tiempo_limitado,"Necesito resolver esto pronto: quiero pedirlo sin patacón, pero todavía no he indicado a cuál plato debe aplicarse el cambio.","necesito resolver esto pronto: quiero pedirlo sin patacón, pero todavía no he indicado a cuál plato debe aplicarse el cambio.","[""lowercase""]",[]
caso_060,perfil_02_directo_tiempo_limitado,Necesito resolver esto pronto: tengo alergia a lácteos; ¿qué opción podrían recomendarme después de validar ingredientes y preparación?,necesito resolver esto pronto: tengo alergia a lácteos; ¿qué opción podrían recomendarme después de validar ingredientes y preparación?,"[""lowercase""]",[]
caso_061,perfil_03_compra_familiar,"Hola, estoy organizando el almuerzo de la casa. Necesito organizar almuerzo para 5 personas, pero todavía no hemos definido qué platos pedir.","hola, estoy organizando el almuerzo de la casa. necesito organizar almuerzo para 5 personas, pero todavía no hemos definido qué platos pedir.","[""lowercase""]",[]
caso_062,perfil_03_compra_familiar,"Hola, estoy organizando el almuerzo de la casa. Para completar el pedido, anote 3 porciones de bagre a la marinera y 1 de sancocho de bagre.","hola, estoy organizando el almuerzo de la casa. para completar el pedido, anote 3 porciones de bagre a la marinera y 1 de sancocho de bagre.","[""lowercase""]",[]
caso_063,perfil_03_compra_familiar,"Hola, estoy organizando el almuerzo de la casa. Quiero pedirlo sin ensalada, pero todavía no he indicado a cuál plato debe aplicarse el cambio.","hola, estoy organizando el almuerzo de la casa. quiero pedirlo sin ensalada, pero todavía no he indicado a cuál plato debe aplicarse el cambio.","[""lowercase""]",[]
caso_064,perfil_03_compra_familiar,"Hola, estoy organizando el almuerzo de la casa. Necesito coordinar la entrega de 4 almuerzos en un solo punto; ¿qué tiempo y condiciones manejan?","hola, estoy organizando el almuerzo de la casa. necesito coordinar la entrega de 4 almuerzos en un solo punto; ¿qué tiempo y condiciones manejan?","[""lowercase""]",[]
caso_065,perfil_03_compra_familiar,"Hola, estoy organizando el almuerzo de la casa. Necesito que cada almuerzo vaya separado y marcado; ¿pueden preparar el empaque de esa manera?","hola, estoy organizando el almuerzo de la casa. necesito que cada almuerzo vaya separado y marcado; ¿pueden preparar el empaque de esa manera?","[""lowercase""]",[]
caso_066,perfil_03_compra_familiar,"Hola, estoy organizando el almuerzo de la casa. Tengo un presupuesto máximo de cincuenta mil pesos y quisiera saber qué plato de mar me alcanza.","hola, estoy organizando el almuerzo de la casa. tengo un presupuesto máximo de cincuenta mil pesos y quisiera saber qué plato de mar me alcanza.","[""lowercase""]",[]
caso_067,perfil_03_compra_familiar,"Hola, estoy organizando el almuerzo de la casa. No sé cuál escoger; ¿qué plato me recomiendan si prefiero algo de sabor suave?","hola, estoy organizando el almuerzo de la casa. no sé cuál escoger; ¿qué plato me recomiendan si prefiero algo de sabor suave?","[""lowercase""]",[]
caso_068,perfil_03_compra_familiar,"Hola, estoy organizando el almuerzo de la casa. Antes de escoger, quisiera saber qué ingredientes y acompañamientos incluye filete a la marinera.","hola, estoy organizando el almuerzo de la casa. antes de escoger, quisiera saber qué ingredientes y acompañamientos incluye filete a la marinera.","[""lowercase""]",[]
caso_069,perfil_03_compra_familiar,"Hola, estoy organizando el almuerzo de la casa. ¿Puedo pagar una parte por efectivo y completar el resto con tarjeta?","hola, estoy organizando el almuerzo de la casa. ¿puedo pagar una parte por efectivo y completar el resto con tarjeta?","[""lowercase""]",[]
caso_070,perfil_03_compra_familiar,"Hola, estoy organizando el almuerzo de la casa. Quiero reservar una mesa para 6 personas, pero todavía no he indicado la fecha ni la hora.","hola, estoy organizando el almuerzo de la casa. quiero reservar una mesa para 6 personas, pero todavía no he indicado la fecha ni la hora.","[""lowercase""]",[]
caso_071,perfil_03_compra_familiar,"Hola, estoy organizando el almuerzo de la casa. Vi una versión anterior de la carta y quisiera saber qué platos o precios cambiaron recientemente.","hola, estoy organizando el almuerzo de la casa. vi una versión anterior de la menú y quisiera saber qué platos o precios cambiaron recientemente.","[""lowercase"", ""alias:carta""]",[]
caso_072,perfil_03_compra_familiar,"Hola, estoy organizando el almuerzo de la casa. Es mi primera consulta y quisiera conocer, en términos generales, qué ofrece el restaurante.","hola, estoy organizando el almuerzo de la casa. es mi primera consulta y quisiera conocer, en términos generales, qué ofrece el restaurante.","[""lowercase""]",[]
caso_073,perfil_03_compra_familiar,"Hola, estoy organizando el almuerzo de la casa. El menú que me enviaron antes ya no me aparece; ¿pueden mandármelo nuevamente?","hola, estoy organizando el almuerzo de la casa. el menú que me enviaron antes ya no me aparece; ¿pueden mandármelo nuevamente?","[""lowercase""]",[]
caso_074,perfil_03_compra_familiar,"Hola, estoy organizando el almuerzo de la casa. ¿Me pueden compartir el menú completo para revisar platos, presentaciones y precios?","hola, estoy organizando el almuerzo de la casa. ¿me pueden compartir el menú completo para revisar platos, presentaciones y precios?","[""lowercase""]",[]
caso_075,perfil_03_compra_familiar,"Hola, estoy organizando el almuerzo de la casa. Para registrar la compra necesito factura electrónica; ¿el restaurante la expide y qué datos solicita?","hola, estoy organizando el almuerzo de la casa. para registrar la compra necesito factura electrónica; ¿el restaurante la expide y qué datos solicita?","[""lowercase""]",[]
caso_076,perfil_03_compra_familiar,"Hola, estoy organizando el almuerzo de la casa. Quisiera programar la entrega para las siete de la noche; ¿pueden confirmar si atienden exactamente a esa hora?","hola, estoy organizando el almuerzo de la casa. quisiera programar la entrega para las siete de la noche; ¿pueden confirmar si atienden exactamente a esa hora?","[""lowercase""]",[]
caso_077,perfil_03_compra_familiar,"Hola, estoy organizando el almuerzo de la casa. Quisiera saber si cuentan con menú infantil o alguna presentación pensada para una porción pequeña.","hola, estoy organizando el almuerzo de la casa. quisiera saber si cuentan con menú menú infantil o alguna presentación pensada para una porción pequeña.","[""lowercase"", ""alias:infantil""]",[]
caso_078,perfil_03_compra_familiar,"Hola, estoy organizando el almuerzo de la casa. Antes de hacer el pedido, quisiera confirmar si reciben pagos por Daviplata.","hola, estoy organizando el almuerzo de la casa. antes de hacer el pedido, quisiera confirmar si reciben pagos por daviplata.","[""lowercase""]",[]
caso_079,perfil_03_compra_familiar,"Hola, estoy organizando el almuerzo de la casa. Al pedido que estamos armando agréguele también una porción de trucha al ajillo, por favor.","hola, estoy organizando el almuerzo de la casa. al pedido que estamos armando agréguele también una porción de trucha al ajillo, por favor.","[""lowercase""]",[]
caso_080,perfil_03_compra_familiar,"Hola, estoy organizando el almuerzo de la casa. Del plato que acabamos de revisar necesito exactamente 4 unidades.","hola, estoy organizando el almuerzo de la casa. del plato que acabamos de revisar necesito exactamente 4 unidades.","[""lowercase""]",[]
caso_081,perfil_03_compra_familiar,"Hola, estoy organizando el almuerzo de la casa. Quiero pedir una porción de arroz con camarón para el almuerzo de hoy.","hola, estoy organizando el almuerzo de la casa. quiero pedir una porción de arroz con camarón para el almuerzo de hoy.","[""lowercase""]",[]
caso_082,perfil_03_compra_familiar,"Hola, estoy organizando el almuerzo de la casa. Quisiera repetir exactamente el pedido de la vez pasada, aunque aquí no aparece el historial.","hola, estoy organizando el almuerzo de la casa. quisiera repetir exactamente el pedido de la vez pasada, aunque aquí no aparece el historial.","[""lowercase""]",[]
caso_083,perfil_03_compra_familiar,"Hola, estoy organizando el almuerzo de la casa. Para bocachico, que es el pescado que estamos revisando, prefiero la preparación en salsa.","hola, estoy organizando el almuerzo de la casa. para bocachico, que es el pescado que estamos revisando, prefiero la preparación en salsa.","[""lowercase""]",[]
caso_084,perfil_03_compra_familiar,"Hola, estoy organizando el almuerzo de la casa. Antes de decidir, quisiera saber cuál es el precio actual de filete a la marinera.","hola, estoy organizando el almuerzo de la casa. antes de decidir, quisiera saber cuál es el precio actual de filete a la marinera.","[""lowercase""]",[]
caso_085,perfil_03_compra_familiar,"Hola, estoy organizando el almuerzo de la casa. Necesito consultar precios, pero aún no he decidido qué plato quiero revisar.","hola, estoy organizando el almuerzo de la casa. necesito consultar precios, pero aún no he decidido qué plato quiero revisar.","[""lowercase""]",[]
caso_086,perfil_03_compra_familiar,"Hola, estoy organizando el almuerzo de la casa. Tengo alergia a pescado; ¿qué opción podrían recomendarme después de validar ingredientes y preparación?","hola, estoy organizando el almuerzo de la casa. tengo alergia a pescado; ¿qué opción podrían recomendarme después de validar ingredientes y preparación?","[""lowercase""]",[]
caso_087,perfil_03_compra_familiar,"Hola, estoy organizando el almuerzo de la casa. Estoy evitando soya y quisiera una recomendación compatible con esa restricción.","hola, estoy organizando el almuerzo de la casa. estoy evitando soya y quisiera una recomendación compatible con esa restricción.","[""lowercase""]",[]
caso_088,perfil_03_compra_familiar,"Hola, estoy organizando el almuerzo de la casa. ¿Qué capacidad y condiciones manejan para realizar un almuerzo empresarial de aproximadamente 4 personas?","hola, estoy organizando el almuerzo de la casa. ¿qué capacidad y condiciones manejan para realizar un almuerzo empresarial de aproximadamente 4 personas?","[""lowercase""]",[]
caso_089,perfil_03_compra_familiar,"Hola, estoy organizando el almuerzo de la casa. Antes de reservar quisiera conocer las condiciones, disponibilidad y posibles costos de la mesa.","hola, estoy organizando el almuerzo de la casa. antes de reservar quisiera conocer las condiciones, disponibilidad y posibles costos de la mesa.","[""lowercase""]",[]
caso_090,perfil_03_compra_familiar,"Hola, estoy organizando el almuerzo de la casa. Necesito una propuesta para un evento de 6 personas, pero todavía no tengo definida la fecha.","hola, estoy organizando el almuerzo de la casa. necesito una propuesta para un evento de 6 personas, pero todavía no tengo definida la fecha.","[""lowercase""]",[]
caso_091,perfil_04_cortes_explicativo,"Muy buenos días. Es mi primera consulta y quisiera conocer, en términos generales, qué ofrece el restaurante. Muchas gracias por la orientación.","muy buenos días. es mi primera consulta y quisiera conocer, en términos generales, qué ofrece el restaurante. muchas gracias por la orientación.","[""lowercase""]",[]
caso_092,perfil_04_cortes_explicativo,"Muy buenos días. ¿Me pueden compartir el menú completo para revisar platos, presentaciones y precios? Muchas gracias por la orientación.","muy buenos días. ¿me pueden compartir el menú completo para revisar platos, presentaciones y precios? muchas gracias por la orientación.","[""lowercase""]",[]
caso_093,perfil_04_cortes_explicativo,Muy buenos días. No conozco esa preparación; ¿me explican qué significa pedir un pescado frito? Muchas gracias por la orientación.,muy buenos días. no conozco esa preparación; ¿me explican qué significa pedir un pescado frito? muchas gracias por la orientación.,"[""lowercase""]",[]
caso_094,perfil_04_cortes_explicativo,"Muy buenos días. Antes de escoger, quisiera saber qué ingredientes y acompañamientos incluye arroz con camarón. Muchas gracias por la orientación.","muy buenos días. antes de escoger, quisiera saber qué ingredientes y acompañamientos incluye arroz con camarón. muchas gracias por la orientación.","[""lowercase""]",[]
caso_095,perfil_04_cortes_explicativo,"Muy buenos días. ¿Se puede pedir mojarra a la marinera, o esa preparación no está disponible para ese pescado? Muchas gracias por la orientación.","muy buenos días. ¿se puede pedir mojarra a la marinera, o esa preparación no está disponible para ese pescado? muchas gracias por la orientación.","[""lowercase""]",[]
caso_096,perfil_04_cortes_explicativo,"Muy buenos días. Antes de reservar quisiera conocer las condiciones, disponibilidad y posibles costos de la mesa. Muchas gracias por la orientación.","muy buenos días. antes de reservar quisiera conocer las condiciones, disponibilidad y posibles costos de la mesa. muchas gracias por la orientación.","[""lowercase""]",[]
caso_097,perfil_04_cortes_explicativo,Muy buenos días. ¿Me pueden indicar la dirección exacta del restaurante y una referencia para llegar con facilidad? Muchas gracias por la orientación.,muy buenos días. ¿me pueden indicar la dirección exacta del restaurante y una referencia para llegar con facilidad? muchas gracias por la orientación.,"[""lowercase""]",[]
caso_098,perfil_04_cortes_explicativo,"Muy buenos días. ¿Cuál es el horario de atención del restaurante para el miércoles, tanto al mediodía como en la noche? Muchas gracias por la orientación.","muy buenos días. ¿cuál es el horario de atención del restaurante para el miércoles, tanto al mediodía como en la noche? muchas gracias por la orientación.","[""lowercase""]",[]
caso_099,perfil_04_cortes_explicativo,"Muy buenos días. Antes de hacer el pedido, quisiera confirmar si reciben pagos por Nequi. Muchas gracias por la orientación.","muy buenos días. antes de hacer el pedido, quisiera confirmar si reciben pagos por nequi. muchas gracias por la orientación.","[""lowercase""]",[]
caso_100,perfil_04_cortes_explicativo,Muy buenos días. Muchas gracias por la información y por ayudarme a revisar las opciones de la carta. Muchas gracias por la orientación.,muy buenos días. muchas gracias por la información y por ayudarme a revisar las opciones de la menú. muchas gracias por la orientación.,"[""lowercase"", ""alias:carta""]",[]
caso_101,perfil_04_cortes_explicativo,Muy buenos días. Quiero pedir una porción de cazuela de mariscos para el almuerzo de hoy. Muchas gracias por la orientación.,muy buenos días. quiero pedir una porción de cazuela de mariscos para el almuerzo de hoy. muchas gracias por la orientación.,"[""lowercase""]",[]
caso_102,perfil_04_cortes_explicativo,"Muy buenos días. Necesito organizar almuerzo para 25 personas, pero todavía no hemos definido qué platos pedir. Muchas gracias por la orientación.","muy buenos días. necesito organizar almuerzo para 25 personas, pero todavía no hemos definido qué platos pedir. muchas gracias por la orientación.","[""lowercase""]",[]
caso_103,perfil_04_cortes_explicativo,"Muy buenos días. Quisiera repetir exactamente el pedido de la vez pasada, aunque aquí no aparece el historial. Muchas gracias por la orientación.","muy buenos días. quisiera repetir exactamente el pedido de la vez pasada, aunque aquí no aparece el historial. muchas gracias por la orientación.","[""lowercase""]",[]
