caso_id,perfil,mensaje_original,mensaje_normalizado,intencion_esperada,entidades_fase1,entidades_phrase_matcher,cantidad_entities,cantidad_descartadas_solapamiento,error
caso_013,perfil_01_coloquial_presupuesto,"Buenas, ¿qué opciones de la carta pueden ofrecer sin lácteos, teniendo en cuenta esa restricción?","buenas, ¿qué opciones de la menú pueden ofrecer sin lácteos, teniendo en cuenta esa restricción?",catalogo,"[{""entity_type"": ""ALERGENO"", ""entity_id"": ""lacteos""}]","[{""entity_type"": ""SERVICIO"", ""entity_id"": ""menu_pdf"", ""canonical"": ""menu_pdf"", ""text"": ""menú"", ""normalized_text"": ""menú"", ""start_char"": 28, ""end_char"": 32, ""start_token"": 7, ""end_token"": 8, ""priority"": 60, ""source"": ""PhraseMatcher""}, {""entity_type"": ""ALERGENO"", ""entity_id"": ""lacteos"", ""canonical"": ""Lácteos"", ""text"": ""lácteos"", ""normalized_text"": ""lácteos"", ""start_char"": 52, ""end_char"": 59, ""start_token"": 11, ""end_token"": 12, ""priority"": 90, ""source"": ""PhraseMatcher""}]",2,0,
caso_014,perfil_01_coloquial_presupuesto,"Oiga, no conozco esa preparación; ¿me explican qué significa pedir un pescado a la marinera?","oiga, no conozco esa preparación; ¿me explican qué significa pedir un pescado a la marinera?",catalogo,"[{""entity_type"": ""PREPARACION"", ""entity_id"": ""a_la_marinera""}]","[{""entity_type"": ""ALERGENO"", ""entity_id"": ""pescado"", ""canonical"": ""Pescado"", ""text"": ""pescado"", ""normalized_text"": ""pescado"", ""start_char"": 70, ""end_char"": 77, ""start_token"": 14, ""end_token"": 15, ""priority"": 90, ""source"": ""PhraseMatcher""}, {""entity_type"": ""PRODUCTO_BASE"", ""entity_id"": ""pescado"", ""canonical"": ""pescado"", ""text"": ""pescado"", ""normalized_text"": ""pescado"", ""start_char"": 70, ""end_char"": 77, ""start_token"": 14, ""end_token"": 15, ""priority"": 80, ""source"": ""PhraseMatcher""}, {""entity_type"": ""CATEGORIA"", ""entity_id"": ""pescados"", ""canonical"": ""Pescados"", ""text"": ""pescado"", ""normalized_text"": ""pescado"", ""start_char"": 70, ""end_char"": 77, ""start_token"": 14, ""end_token"": 15, ""priority"": 70, ""source"": ""PhraseMatcher""}, {""entity_type"": ""PREPARACION"", ""entity_id"": ""a_la_marinera"", ""canonical"": ""a_la_marinera"", ""text"": ""a la marinera"", ""normalized_text"": ""a la marinera"", ""start_char"": 78, ""end_char"": 91, ""start_token"": 15, ""end_token"": 18, ""priority"": 75, ""source"": ""PhraseMatcher""}]",4,1,
caso_015,perfil_01_coloquial_presupuesto,"Pana, antes de escoger, quisiera saber qué ingredientes y acompañamientos incluye arroz con camarón.","pana, antes de escoger, quisiera saber qué ingredientes y acompañamientos incluye arroz con camarón.",catalogo,"[{""entity_type"": ""PRODUCTO_ESPECIFICO"", ""entity_id"": ""arroz_con_camaron""}]","[{""entity_type"": ""INGREDIENTE"", ""entity_id"": ""arroz"", ""canonical"": ""Arroz"", ""text"": ""arroz"", ""normalized_text"": ""arroz"", ""start_char"": 82, ""end_char"": 87, ""start_token"": 13, ""end_token"": 14, ""priority"": 65, ""source"": ""PhraseMatcher""}, {""entity_type"": ""PRODUCTO_ESPECIFICO"", ""entity_id"": ""arroz_con_camaron"", ""canonical"": ""Arroz con Camarón"", ""text"": ""arroz con camarón"", ""normalized_text"": ""arroz con camarón"", ""start_char"": 82, ""end_char"": 99, ""start_token"": 13, ""end_token"": 16, ""priority"": 100, ""source"": ""PhraseMatcher""}, {""entity_type"": ""ALERGENO"", ""entity_id"": ""crustaceos"", ""canonical"": ""Crustáceos"", ""text"": ""camarón"", ""normalized_text"": ""camarón"", ""start_char"": 92, ""end_char"": 99, ""start_token"": 15, ""end_token"": 16, ""priority"": 90, ""source"": ""PhraseMatcher""}]",3,2,
caso_016,perfil_01_coloquial_presupuesto,"Parce, ¿hoy tienen disponible mojarra frita o ya se terminó para el servicio de almuerzo?","parce, ¿hoy tienen disponible mojarra frita o ya se terminó para el servicio de almuerzo?",catalogo,"[{""entity_type"": ""PRODUCTO_ESPECIFICO"", ""entity_id"": ""mojarra_frita""}, {""entity_type"": ""FECHA_RELATIVA"", ""entity_id"": ""hoy""}]","[{""entity_type"": ""PRODUCTO_ESPECIFICO"", ""entity_id"": ""mojarra_frita"", ""canonical"": ""Mojarra Frita"", ""text"": ""mojarra frita"", ""normalized_text"": ""mojarra frita"", ""start_char"": 30, ""end_char"": 43, ""start_token"": 6, ""end_token"": 8, ""priority"": 100, ""source"": ""PhraseMatcher""}, {""entity_type"": ""PREPARACION"", ""entity_id"": ""frito"", ""canonical"": ""frito"", ""text"": ""frita"", ""normalized_text"": ""frita"", ""start_char"": 38, ""end_char"": 43, ""start_token"": 7, ""end_token"": 8, ""priority"": 75, ""source"": ""PhraseMatcher""}]",2,1,
caso_017,perfil_01_coloquial_presupuesto,"Buenas, quisiera revisar cuáles pescados de la carta preparan al vapor.","buenas, quisiera revisar cuáles pescados de la menú preparan al vapor.",catalogo,"[{""entity_type"": ""PREPARACION"", ""entity_id"": ""al_vapor""}]","[{""entity_type"": ""CATEGORIA"", ""entity_id"": ""pescados"", ""canonical"": ""Pescados"", ""text"": ""pescados"", ""normalized_text"": ""pescados"", ""start_char"": 32, ""end_char"": 40, ""start_token"": 5, ""end_token"": 6, ""priority"": 70, ""source"": ""PhraseMatcher""}, {""entity_type"": ""SERVICIO"", ""entity_id"": ""menu_pdf"", ""canonical"": ""menu_pdf"", ""text"": ""menú"", ""normalized_text"": ""menú"", ""start_char"": 47, ""end_char"": 51, ""start_token"": 8, ""end_token"": 9, ""priority"": 60, ""source"": ""PhraseMatcher""}, {""entity_type"": ""PREPARACION"", ""entity_id"": ""al_vapor"", ""canonical"": ""al_vapor"", ""text"": ""al vapor"", ""normalized_text"": ""al vapor"", ""start_char"": 61, ""end_char"": 69, ""start_token"": 10, ""end_token"": 12, ""priority"": 75, ""source"": ""PhraseMatcher""}]",3,1,
caso_018,perfil_01_coloquial_presupuesto,"Oiga, ¿se puede pedir mapará frito, o esa preparación no está disponible para ese pescado?","oiga, ¿se puede pedir mapará frito, o esa preparación no está disponible para ese pescado?",catalogo,"[{""entity_type"": ""PRODUCTO_BASE"", ""entity_id"": ""mapara""}, {""entity_type"": ""PREPARACION"", ""entity_id"": ""frito""}]","[{""entity_type"": ""PRODUCTO_ESPECIFICO"", ""entity_id"": ""mapara_frito"", ""canonical"": ""Mapará Frito"", ""text"": ""mapará frito"", ""normalized_text"": ""mapará frito"", ""start_char"": 22, ""end_char"": 34, ""start_token"": 6, ""end_token"": 8, ""priority"": 100, ""source"": ""PhraseMatcher""}, {""entity_type"": ""PREPARACION"", ""entity_id"": ""frito"", ""canonical"": ""frito"", ""text"": ""frito"", ""normalized_text"": ""frito"", ""start_char"": 29, ""end_char"": 34, ""start_token"": 7, ""end_token"": 8, ""priority"": 75, ""source"": ""PhraseMatcher""}, {""entity_type"": ""ALERGENO"", ""entity_id"": ""pescado"", ""canonical"": ""Pescado"", ""text"": ""pescado"", ""normalized_text"": ""pescado"", ""start_char"": 82, ""end_char"": 89, ""start_token"": 17, ""end_token"": 18, ""priority"": 90, ""source"": ""PhraseMatcher""}, {""entity_type"": ""PRODUCTO_BASE"", ""entity_id"": ""pescado"", ""canonical"": ""pescado"", ""text"": ""pescado"", ""normalized_text"": ""pescado"", ""start_char"": 82, ""end_char"": 89, ""start_token"": 17, ""end_token"": 18, ""priority"": 80, ""source"": ""PhraseMatcher""}, {""entity_type"": ""CATEGORIA"", ""entity_id"": ""pescados"", ""canonical"": ""Pescados"", ""text"": ""pescado"", ""normalized_text"": ""pescado"", ""start_char"": 82, ""end_char"": 89, ""start_token"": 17, ""end_token"": 18, ""priority"": 70, ""source"": ""PhraseMatcher""}]",5,1,
caso_019,perfil_01_coloquial_presupuesto,"Pana, quisiera confirmar si en este momento ofrecen langostinos al ajillo dentro de la carta.","pana, quisiera confirmar si en este momento ofrecen langostinos al ajillo dentro de la menú.",catalogo,"[{""entity_type"": ""PRODUCTO_ESPECIFICO"", ""entity_id"": ""langostinos_al_ajillo""}]","[{""entity_type"": ""ALERGENO"", ""entity_id"": ""crustaceos"", ""canonical"": ""Crustáceos"", ""text"": ""langostinos"", ""normalized_text"": ""langostinos"", ""start_char"": 52, ""end_char"": 63, ""start_token"": 9, ""end_token"": 10, ""priority"": 90, ""source"": ""PhraseMatcher""}, {""entity_type"": ""PRODUCTO_ESPECIFICO"", ""entity_id"": ""langostinos_al_ajillo"", ""canonical"": ""Langostinos al Ajillo"", ""text"": ""langostinos al ajillo"", ""normalized_text"": ""langostinos al ajillo"", ""start_char"": 52, ""end_char"": 73, ""start_token"": 9, ""end_token"": 12, ""priority"": 100, ""source"": ""PhraseMatcher""}, {""entity_type"": ""PREPARACION"", ""entity_id"": ""al_ajillo"", ""canonical"": ""al_ajillo"", ""text"": ""al ajillo"", ""normalized_text"": ""al ajillo"", ""start_char"": 64, ""end_char"": 73, ""start_token"": 10, ""end_token"": 12, ""priority"": 75, ""source"": ""PhraseMatcher""}, {""entity_type"": ""SERVICIO"", ""entity_id"": ""menu_pdf"", ""canonical"": ""menu_pdf"", ""text"": ""menú"", ""normalized_text"": ""menú"", ""start_char"": 87, ""end_char"": 91, ""start_token"": 15, ""end_token"": 16, ""priority"": 60, ""source"": ""PhraseMatcher""}]",4,2,
caso_020,perfil_01_coloquial_presupuesto,"Parce, necesito coordinar la entrega de 4 almuerzos en un solo punto; ¿qué tiempo y condiciones manejan?","parce, necesito coordinar la entrega de 4 almuerzos en un solo punto; ¿qué tiempo y condiciones manejan?",domicilio,[],"[{""entity_type"": ""SERVICIO"", ""entity_id"": ""domicilio"", ""canonical"": ""domicilio"", ""text"": ""entrega"", ""normalized_text"": ""entrega"", ""start_char"": 29, ""end_char"": 36, ""start_token"": 5, ""end_token"": 6, ""priority"": 60, ""source"": ""PhraseMatcher""}]",1,0,
caso_021,perfil_01_coloquial_presupuesto,"Buenas, quiero que envíen el pedido a la misma dirección que usé anteriormente, pero no la veo en esta conversación.","buenas, quiero que envíen el pedido a la misma dirección que usé anteriormente, pero no la veo en esta conversación.",domicilio,"[{""entity_type"": ""REFERENCIA_CONTEXTUAL"", ""entity_id"": ""direccion_previa""}]",[],0,0,
caso_022,perfil_01_coloquial_presupuesto,"Oiga, ¿cuál es el horario de atención del restaurante para el lunes, tanto al mediodía como en la noche?","oiga, ¿cuál es el horario de atención del restaurante para el lunes, tanto al mediodía como en la noche?",horario_ubicacion,"[{""entity_type"": ""DIA_SEMANA"", ""entity_id"": ""lunes""}]",[],0,0,
caso_023,perfil_01_coloquial_presupuesto,"Pana, quisiera confirmar si el restaurante dispone de baño para clientes y acceso cómodo al salón.","pana, quisiera confirmar si el restaurante dispone de baño para clientes y acceso cómodo al salón.",horario_ubicacion,[],[],0,0,
caso_024,perfil_01_coloquial_presupuesto,"Parce, ¿el restaurante cuenta con parqueadero para clientes y tiene algún costo adicional?","parce, ¿el restaurante cuenta con parqueadero para clientes y tiene algún costo adicional?",horario_ubicacion,"[{""entity_type"": ""SERVICIO"", ""entity_id"": ""parqueadero""}]","[{""entity_type"": ""SERVICIO"", ""entity_id"": ""parqueadero"", ""canonical"": ""Parqueadero"", ""text"": ""parqueadero"", ""normalized_text"": ""parqueadero"", ""start_char"": 34, ""end_char"": 45, ""start_token"": 7, ""end_token"": 8, ""priority"": 60, ""source"": ""PhraseMatcher""}]",1,0,
caso_025,perfil_01_coloquial_presupuesto,"Buenas, ¿me pueden indicar la dirección exacta del restaurante y una referencia para llegar con facilidad?","buenas, ¿me pueden indicar la dirección exacta del restaurante y una referencia para llegar con facilidad?",horario_ubicacion,[],[],0,0,
caso_026,perfil_01_coloquial_presupuesto,"Oiga, vi una versión anterior de la carta y quisiera saber qué platos o precios cambiaron recientemente.","oiga, vi una versión anterior de la menú y quisiera saber qué platos o precios cambiaron recientemente.",menu,"[{""entity_type"": ""SERVICIO"", ""entity_id"": ""menu_pdf""}]","[{""entity_type"": ""SERVICIO"", ""entity_id"": ""menu_pdf"", ""canonical"": ""menu_pdf"", ""text"": ""menú"", ""normalized_text"": ""menú"", ""start_char"": 36, ""end_char"": 40, ""start_token"": 8, ""end_token"": 9, ""priority"": 60, ""source"": ""PhraseMatcher""}]",1,0,
caso_027,perfil_01_coloquial_presupuesto,"Pana, es mi primera consulta y quisiera conocer, en términos generales, qué ofrece el restaurante.","pana, es mi primera consulta y quisiera conocer, en términos generales, qué ofrece el restaurante.",menu,[],[],0,0,
caso_028,perfil_01_coloquial_presupuesto,"Parce, el menú que me enviaron antes ya no me aparece; ¿pueden mandármelo nuevamente?","parce, el menú que me enviaron antes ya no me aparece; ¿pueden mandármelo nuevamente?",menu,"[{""entity_type"": ""SERVICIO"", ""entity_id"": ""menu_pdf""}, {""entity_type"": ""REFERENCIA_CONTEXTUAL"", ""entity_id"": ""ultimo_elemento""}]","[{""entity_type"": ""SERVICIO"", ""entity_id"": ""menu_pdf"", ""canonical"": ""menu_pdf"", ""text"": ""menú"", ""normalized_text"": ""menú"", ""start_char"": 10, ""end_char"": 14, ""start_token"": 3, ""end_token"": 4, ""priority"": 60, ""source"": ""PhraseMatcher""}]",1,0,
caso_029,perfil_01_coloquial_presupuesto,"Buenas, necesito que cada almuerzo vaya separado y marcado; ¿pueden preparar el empaque de esa manera?","buenas, necesito que cada almuerzo vaya separado y marcado; ¿pueden preparar el empaque de esa manera?",operacion,"[{""entity_type"": ""SERVICIO"", ""entity_id"": ""empaque_individual""}, {""entity_type"": ""SERVICIO"", ""entity_id"": ""etiquetado_nombre""}]",[],0,0,
caso_030,perfil_01_coloquial_presupuesto,"Oiga, tengo alergia a gluten; ¿qué opción podrían recomendarme después de validar ingredientes y preparación?","oiga, tengo alergia a gluten; ¿qué opción podrían recomendarme después de validar ingredientes y preparación?",recomendacion,"[{""entity_type"": ""ALERGENO"", ""entity_id"": ""gluten""}]","[{""entity_type"": ""ALERGENO"", ""entity_id"": ""gluten"", ""canonical"": ""Gluten"", ""text"": ""gluten"", ""normalized_text"": ""gluten"", ""start_char"": 22, ""end_char"": 28, ""start_token"": 5, ""end_token"": 6, ""priority"": 90, ""source"": ""PhraseMatcher""}]",1,0,
caso_031,perfil_02_directo_tiempo_limitado,"Necesito resolver esto pronto: ¿cómo funciona el domicilio, cuánto suele tardar y qué condiciones manejan para la entrega?","necesito resolver esto pronto: ¿cómo funciona el domicilio, cuánto suele tardar y qué condiciones manejan para la entrega?",domicilio,"[{""entity_type"": ""SERVICIO"", ""entity_id"": ""domicilio""}]","[{""entity_type"": ""SERVICIO"", ""entity_id"": ""domicilio"", ""canonical"": ""domicilio"", ""text"": ""domicilio"", ""normalized_text"": ""domicilio"", ""start_char"": 49, ""end_char"": 58, ""start_token"": 9, ""end_token"": 10, ""priority"": 60, ""source"": ""PhraseMatcher""}, {""entity_type"": ""SERVICIO"", ""entity_id"": ""domicilio"", ""canonical"": ""domicilio"", ""text"": ""entrega"", ""normalized_text"": ""entrega"", ""start_char"": 114, ""end_char"": 121, ""start_token"": 20, ""end_token"": 21, ""priority"": 60, ""source"": ""PhraseMatcher""}]",2,0,
caso_032,perfil_02_directo_tiempo_limitado,Necesito resolver esto pronto: quisiera programar la entrega para las doce del día; ¿pueden confirmar si atienden exactamente a esa hora?,necesito resolver esto pronto: quisiera programar la entrega para las doce del día; ¿pueden confirmar si atienden exactamente a esa hora?,operacion,"[{""entity_type"": ""SERVICIO"", ""entity_id"": ""pedido_programado""}]","[{""entity_type"": ""SERVICIO"", ""entity_id"": ""domicilio"", ""canonical"": ""domicilio"", ""text"": ""entrega"", ""normalized_text"": ""entrega"", ""start_char"": 53, ""end_char"": 60, ""start_token"": 8, ""end_token"": 9, ""priority"": 60, ""source"": ""PhraseMatcher""}]",1,0,
caso_033,perfil_02_directo_tiempo_limitado,Necesito resolver esto pronto: ¿hoy tienen disponible bagre a la marinera o ya se terminó para el servicio de almuerzo?,necesito resolver esto pronto: ¿hoy tienen disponible bagre a la marinera o ya se terminó para el servicio de almuerzo?,catalogo,"[{""entity_type"": ""PRODUCTO_ESPECIFICO"", ""entity_id"": ""bagre_a_la_marinera""}, {""entity_type"": ""FECHA_RELATIVA"", ""entity_id"": ""hoy""}]","[{""entity_type"": ""PRODUCTO_ESPECIFICO"", ""entity_id"": ""bagre_a_la_marinera"", ""canonical"": ""Bagre a la Marinera"", ""text"": ""bagre a la marinera"", ""normalized_text"": ""bagre a la marinera"", ""start_char"": 54, ""end_char"": 73, ""start_token"": 9, ""end_token"": 13, ""priority"": 100, ""source"": ""PhraseMatcher""}, {""entity_type"": ""PREPARACION"", ""entity_id"": ""a_la_marinera"", ""canonical"": ""a_la_marinera"", ""text"": ""a la marinera"", ""normalized_text"": ""a la marinera"", ""start_char"": 60, ""end_char"": 73, ""start_token"": 10, ""end_token"": 13, ""priority"": 75, ""source"": ""PhraseMatcher""}]",2,2,
caso_034,perfil_02_directo_tiempo_limitado,Necesito resolver esto pronto: quiero pedir una porción de trucha al ajillo para el almuerzo de hoy.,necesito resolver esto pronto: quiero pedir una porción de trucha al ajillo para el almuerzo de hoy.,pedido,"[{""entity_type"": ""PRODUCTO_ESPECIFICO"", ""entity_id"": ""trucha_al_ajillo""}]","[{""entity_type"": ""PRODUCTO_ESPECIFICO"", ""entity_id"": ""trucha_al_ajillo"", ""canonical"": ""Trucha al Ajillo"", ""text"": ""trucha al ajillo"", ""normalized_text"": ""trucha al ajillo"", ""start_char"": 59, ""end_char"": 75, ""start_token"": 10, ""end_token"": 13, ""priority"": 100, ""source"": ""PhraseMatcher""}, {""entity_type"": ""PREPARACION"", ""entity_id"": ""al_ajillo"", ""canonical"": ""al_ajillo"", ""text"": ""al ajillo"", ""normalized_text"": ""al ajillo"", ""start_char"": 66, ""end_char"": 75, ""start_token"": 11, ""end_token"": 13, ""priority"": 75, ""source"": ""PhraseMatcher""}]",2,2,
