caso_id,perfil,mensaje_original,mensaje_normalizado,senales_sintacticas,extraccion_sintactica,error
caso_134,perfil_05_habitual_contextual,Sobre lo que veníamos revisando: ¿qué capacidad y condiciones manejan para realizar un almuerzo empresarial de aproximadamente 8 personas? Estoy averiguando capacidad y condiciones; todavía no quiero solicitar el evento.,sobre lo que veníamos revisando: ¿qué capacidad y condiciones manejan para realizar un almuerzo empresarial de aproximadamente 8 personas? estoy averiguando capacidad y condiciones; todavía no quiero solicitar el evento.,"[{""rule_id"": ""ORDER_SELECT_PREPARATION"", ""text"": ""lo"", ""start_token"": 1, ""end_token"": 2}, {""rule_id"": ""CATEGORY_QUERY"", ""text"": ""que"", ""start_token"": 2, ""end_token"": 3}, {""rule_id"": ""PREPARATION_DEFINITION"", ""text"": ""que"", ""start_token"": 2, ""end_token"": 3}, {""rule_id"": ""PREPARATION_SEARCH"", ""text"": ""que"", ""start_token"": 2, ""end_token"": 3}, {""rule_id"": ""PRICE_Q_WH"", ""text"": ""que"", ""start_token"": 2, ""end_token"": 3}, {""rule_id"": ""CATEGORY_QUERY"", ""text"": ""qué"", ""start_token"": 7, ""end_token"": 8}, {""rule_id"": ""PREPARATION_DEFINITION"", ""text"": ""qué"", ""start_token"": 7, ""end_token"": 8}, {""rule_id"": ""PREPARATION_SEARCH"", ""text"": ""qué"", ""start_token"": 7, ""end_token"": 8}, {""rule_id"": ""PRICE_Q_WH"", ""text"": ""qué"", ""start_token"": 7, ""end_token"": 8}, {""rule_id"": ""CATALOG_PRODUCT_OFFER"", ""text"": ""manejan"", ""start_token"": 11, ""end_token"": 12}, {""rule_id"": ""INVOICE_QUERY"", ""text"": ""manejan"", ""start_token"": 11, ""end_token"": 12}, {""rule_id"": ""ORDER_SELECT_PREPARATION_COMMAND"", ""text"": ""quiero"", ""start_token"": 30, ""end_token"": 31}, {""rule_id"": ""ORDER_WANT_PRODUCT"", ""text"": ""quiero"", ""start_token"": 30, ""end_token"": 31}]","{""quantities"": [1, 8], ""monetary_values"": [], ""has_negation"": true, ""referenced_entities"": []}",
caso_135,perfil_05_habitual_contextual,"Vuelvo al tema anterior para aclarar esto: antes de reservar quisiera conocer las condiciones, disponibilidad y posibles costos de la mesa. Solo estoy averiguando cómo funciona la reserva; aún no quiero solicitarla.","vuelvo al tema anterior para aclarar esto: antes de reservar quisiera conocer las condiciones, disponibilidad y posibles costos de la mesa. solo estoy averiguando cómo funciona la reserva; aún no quiero solicitarla.","[{""rule_id"": ""RESERVATION_REQUEST"", ""text"": ""reservar"", ""start_token"": 10, ""end_token"": 11}, {""rule_id"": ""ORDER_WANT_PRODUCT"", ""text"": ""quisiera"", ""start_token"": 11, ""end_token"": 12}, {""rule_id"": ""ORDER_SELECT_PREPARATION"", ""text"": ""la"", ""start_token"": 21, ""end_token"": 22}, {""rule_id"": ""ORDER_SELECT_PREPARATION"", ""text"": ""la"", ""start_token"": 29, ""end_token"": 30}, {""rule_id"": ""RESERVATION_REQUEST"", ""text"": ""reserva"", ""start_token"": 30, ""end_token"": 31}, {""rule_id"": ""ORDER_SELECT_PREPARATION_COMMAND"", ""text"": ""quiero"", ""start_token"": 34, ""end_token"": 35}, {""rule_id"": ""ORDER_WANT_PRODUCT"", ""text"": ""quiero"", ""start_token"": 34, ""end_token"": 35}]","{""quantities"": [], ""monetary_values"": [], ""has_negation"": true, ""referenced_entities"": []}",
caso_136,perfil_05_habitual_contextual,"Retomando lo anterior: necesito una propuesta para un evento de 20 personas, pero todavía no tengo definida la fecha. Sí quiero gestionar el evento, no solamente conocer información general.","retomando lo anterior: necesito una propuesta para un evento de 20 personas, pero todavía no tengo definida la fecha. sí quiero gestionar el evento, no solamente conocer información general.","[{""rule_id"": ""ORDER_SELECT_PREPARATION"", ""text"": ""lo"", ""start_token"": 1, ""end_token"": 2}, {""rule_id"": ""EVENT_PROPOSAL_FOR_GROUP"", ""text"": ""necesito una propuesta para un evento de 20 personas"", ""start_token"": 4, ""end_token"": 13}, {""rule_id"": ""INVOICE_QUERY"", ""text"": ""necesito"", ""start_token"": 4, ""end_token"": 5}, {""rule_id"": ""ORDER_WANT_PRODUCT"", ""text"": ""necesito"", ""start_token"": 4, ""end_token"": 5}, {""rule_id"": ""ORDER_WANT_PRODUCT"", ""text"": ""necesito una"", ""start_token"": 4, ""end_token"": 6}, {""rule_id"": ""ORDER_SELECT_PREPARATION"", ""text"": ""una"", ""start_token"": 5, ""end_token"": 6}, {""rule_id"": ""PREPARATION_PRODUCT"", ""text"": ""tengo"", ""start_token"": 17, ""end_token"": 18}, {""rule_id"": ""ORDER_SELECT_PREPARATION"", ""text"": ""la"", ""start_token"": 19, ""end_token"": 20}, {""rule_id"": ""ORDER_SELECT_PREPARATION_COMMAND"", ""text"": ""quiero"", ""start_token"": 23, ""end_token"": 24}, {""rule_id"": ""ORDER_WANT_PRODUCT"", ""text"": ""quiero"", ""start_token"": 23, ""end_token"": 24}]","{""quantities"": [1, 1, 20], ""monetary_values"": [], ""has_negation"": true, ""referenced_entities"": []}",
caso_137,perfil_05_habitual_contextual,"Sobre lo que veníamos revisando: quiero reservar una mesa para 10 personas, pero todavía no he indicado la fecha ni la hora. Sí quiero solicitar la reserva, no solamente conocer sus condiciones.","sobre lo que veníamos revisando: quiero reservar una mesa para 10 personas, pero todavía no he indicado la fecha ni la hora. sí quiero solicitar la reserva, no solamente conocer sus condiciones.","[{""rule_id"": ""ORDER_SELECT_PREPARATION"", ""text"": ""lo"", ""start_token"": 1, ""end_token"": 2}, {""rule_id"": ""CATEGORY_QUERY"", ""text"": ""que"", ""start_token"": 2, ""end_token"": 3}, {""rule_id"": ""PREPARATION_DEFINITION"", ""text"": ""que"", ""start_token"": 2, ""end_token"": 3}, {""rule_id"": ""PREPARATION_SEARCH"", ""text"": ""que"", ""start_token"": 2, ""end_token"": 3}, {""rule_id"": ""PRICE_Q_WH"", ""text"": ""que"", ""start_token"": 2, ""end_token"": 3}, {""rule_id"": ""ORDER_GROUP_START"", ""text"": ""quiero reservar una mesa para 10 personas"", ""start_token"": 6, ""end_token"": 13}, {""rule_id"": ""ORDER_SELECT_PREPARATION_COMMAND"", ""text"": ""quiero"", ""start_token"": 6, ""end_token"": 7}, {""rule_id"": ""ORDER_WANT_PRODUCT"", ""text"": ""quiero"", ""start_token"": 6, ""end_token"": 7}, {""rule_id"": ""RESERVATION_REQUEST"", ""text"": ""reservar"", ""start_token"": 7, ""end_token"": 8}, {""rule_id"": ""ORDER_SELECT_PREPARATION"", ""text"": ""una"", ""start_token"": 8, ""end_token"": 9}, {""rule_id"": ""ORDER_SELECT_PREPARATION"", ""text"": ""la"", ""start_token"": 19, ""end_token"": 20}, {""rule_id"": ""ORDER_SELECT_PREPARATION"", ""text"": ""la"", ""start_token"": 22, ""end_token"": 23}, {""rule_id"": ""ORDER_SELECT_PREPARATION_COMMAND"", ""text"": ""quiero"", ""start_token"": 26, ""end_token"": 27}, {""rule_id"": ""ORDER_WANT_PRODUCT"", ""text"": ""quiero"", ""start_token"": 26, ""end_token"": 27}, {""rule_id"": ""ORDER_SELECT_PREPARATION"", ""text"": ""la"", ""start_token"": 28, ""end_token"": 29}, {""rule_id"": ""RESERVATION_REQUEST"", ""text"": ""reserva"", ""start_token"": 29, ""end_token"": 30}]","{""quantities"": [1, 10], ""monetary_values"": [], ""has_negation"": true, ""referenced_entities"": []}",
caso_138,perfil_05_habitual_contextual,"Vuelvo al tema anterior para aclarar esto: necesito confirmar si cazuela de mariscos contiene pescado, porque se trata de una alergia alimentaria. Es una consulta de seguridad, no una preferencia; necesito que cocina confirme la información.","vuelvo al tema anterior para aclarar esto: necesito confirmar si cazuela de mariscos contiene pescado, porque se trata de una alergia alimentaria. es una consulta de seguridad, no una preferencia; necesito que cocina confirme la información.","[{""rule_id"": ""INVOICE_QUERY"", ""text"": ""necesito"", ""start_token"": 8, ""end_token"": 9}, {""rule_id"": ""ORDER_WANT_PRODUCT"", ""text"": ""necesito"", ""start_token"": 8, ""end_token"": 9}, {""rule_id"": ""ALLERGEN_CONTENT"", ""text"": ""contiene"", ""start_token"": 14, ""end_token"": 15}, {""rule_id"": ""PRODUCT_DETAIL_CONTENT"", ""text"": ""contiene"", ""start_token"": 14, ""end_token"": 15}, {""rule_id"": ""PRODUCT_DETAIL_CONTENT"", ""text"": ""contiene pescado"", ""start_token"": 14, ""end_token"": 16}, {""rule_id"": ""PRODUCT_DETAIL_CONTENT"", ""text"": ""contiene pescado,"", ""start_token"": 14, ""end_token"": 17}, {""rule_id"": ""PRODUCT_DETAIL_CONTENT"", ""text"": ""contiene pescado, porque"", ""start_token"": 14, ""end_token"": 18}, {""rule_id"": ""PRODUCT_DETAIL_CONTENT"", ""text"": ""contiene pescado, porque se"", ""start_token"": 14, ""end_token"": 19}, {""rule_id"": ""PRODUCT_DETAIL_CONTENT"", ""text"": ""contiene pescado, porque se trata"", ""start_token"": 14, ""end_token"": 20}, {""rule_id"": ""PRODUCT_DETAIL_CONTENT"", ""text"": ""contiene pescado, porque se trata de"", ""start_token"": 14, ""end_token"": 21}, {""rule_id"": ""PRODUCT_DETAIL_CONTENT"", ""text"": ""contiene pescado, porque se trata de una"", ""start_token"": 14, ""end_token"": 22}, {""rule_id"": ""PRODUCT_DETAIL_CONTENT"", ""text"": ""contiene pescado, porque se trata de una alergia"", ""start_token"": 14, ""end_token"": 23}, {""rule_id"": ""PRODUCT_DETAIL_CONTENT"", ""text"": ""contiene pescado, porque se trata de una alergia alimentaria"", ""start_token"": 14, ""end_token"": 24}, {""rule_id"": ""PRODUCT_DETAIL_CONTENT"", ""text"": ""contiene pescado, porque se trata de una alergia alimentaria."", ""start_token"": 14, ""end_token"": 25}, {""rule_id"": ""PRODUCT_DETAIL_CONTENT"", ""text"": ""contiene pescado, porque se trata de una alergia alimentaria. es"", ""start_token"": 14, ""end_token"": 26}, {""rule_id"": ""PRODUCT_DETAIL_CONTENT"", ""text"": ""contiene pescado, porque se trata de una alergia alimentaria. es una"", ""start_token"": 14, ""end_token"": 27}, {""rule_id"": ""PRODUCT_DETAIL_CONTENT"", ""text"": ""contiene pescado, porque se trata de una alergia alimentaria. es una consulta"", ""start_token"": 14, ""end_token"": 28}, {""rule_id"": ""PRODUCT_DETAIL_CONTENT"", ""text"": ""contiene pescado, porque se trata de una alergia alimentaria. es una consulta de"", ""start_token"": 14, ""end_token"": 29}, {""rule_id"": ""PRODUCT_DETAIL_CONTENT"", ""text"": ""contiene pescado, porque se trata de una alergia alimentaria. es una consulta de seguridad"", ""start_token"": 14, ""end_token"": 30}, {""rule_id"": ""PRODUCT_DETAIL_CONTENT"", ""text"": ""contiene pescado, porque se trata de una alergia alimentaria. es una consulta de seguridad,"", ""start_token"": 14, ""end_token"": 31}, {""rule_id"": ""PRODUCT_DETAIL_CONTENT"", ""text"": ""contiene pescado, porque se trata de una alergia alimentaria. es una consulta de seguridad, no"", ""start_token"": 14, ""end_token"": 32}, {""rule_id"": ""PRODUCT_DETAIL_CONTENT"", ""text"": ""contiene pescado, porque se trata de una alergia alimentaria. es una consulta de seguridad, no una"", ""start_token"": 14, ""end_token"": 33}, {""rule_id"": ""PRODUCT_DETAIL_CONTENT"", ""text"": ""contiene pescado, porque se trata de una alergia alimentaria. es una consulta de seguridad, no una preferencia"", ""start_token"": 14, ""end_token"": 34}, {""rule_id"": ""PRODUCT_DETAIL_CONTENT"", ""text"": ""contiene pescado, porque se trata de una alergia alimentaria. es una consulta de seguridad, no una preferencia;"", ""start_token"": 14, ""end_token"": 35}, {""rule_id"": ""PRODUCT_DETAIL_CONTENT"", ""text"": ""contiene pescado, porque se trata de una alergia alimentaria. es una consulta de seguridad, no una preferencia; necesito"", ""start_token"": 14, ""end_token"": 36}, {""rule_id"": ""PRODUCT_DETAIL_CONTENT"", ""text"": ""contiene pescado, porque se trata de una alergia alimentaria. es una consulta de seguridad, no una preferencia; necesito que"", ""start_token"": 14, ""end_token"": 37}, {""rule_id"": ""PRODUCT_DETAIL_CONTENT"", ""text"": ""contiene pescado, porque se trata de una alergia alimentaria. es una consulta de seguridad, no una preferencia; necesito que cocina"", ""start_token"": 14, ""end_token"": 38}, {""rule_id"": ""PRODUCT_DETAIL_CONTENT"", ""text"": ""contiene pescado, porque se trata de una alergia alimentaria. es una consulta de seguridad, no una preferencia; necesito que cocina confirme"", ""start_token"": 14, ""end_token"": 39}, {""rule_id"": ""PRODUCT_DETAIL_CONTENT"", ""text"": ""contiene pescado, porque se trata de una alergia alimentaria. es una consulta de seguridad, no una preferencia; necesito que cocina confirme la"", ""start_token"": 14, ""end_token"": 40}, {""rule_id"": ""PRODUCT_DETAIL_CONTENT"", ""text"": ""contiene pescado, porque se trata de una alergia alimentaria. es una consulta de seguridad, no una preferencia; necesito que cocina confirme la información"", ""start_token"": 14, ""end_token"": 41}, {""rule_id"": ""PRODUCT_DETAIL_CONTENT"", ""text"": ""contiene pescado, porque se trata de una alergia alimentaria. es una consulta de seguridad, no una preferencia; necesito que cocina confirme la información."", ""start_token"": 14, ""end_token"": 42}, {""rule_id"": ""ORDER_SELECT_PREPARATION"", ""text"": ""una"", ""start_token"": 21, ""end_token"": 22}, {""rule_id"": ""ALLERGY_QUERY"", ""text"": ""alergia"", ""start_token"": 22, ""end_token"": 23}, {""rule_id"": ""ORDER_SELECT_PREPARATION"", ""text"": ""una"", ""start_token"": 26, ""end_token"": 27}, {""rule_id"": ""ORDER_SELECT_PREPARATION"", ""text"": ""una"", ""start_token"": 32, ""end_token"": 33}, {""rule_id"": ""INVOICE_QUERY"", ""text"": ""necesito"", ""start_token"": 35, ""end_token"": 36}, {""rule_id"": ""ORDER_WANT_PRODUCT"", ""text"": ""necesito"", ""start_token"": 35, ""end_token"": 36}, {""rule_id"": ""CATEGORY_QUERY"", ""text"": ""que"", ""start_token"": 36, ""end_token"": 37}, {""rule_id"": ""PREPARATION_DEFINITION"", ""text"": ""que"", ""start_token"": 36, ""end_token"": 37}, {""rule_id"": ""PREPARATION_SEARCH"", ""text"": ""que"", ""start_token"": 36, ""end_token"": 37}, {""rule_id"": ""PRICE_Q_WH"", ""text"": ""que"", ""start_token"": 36, ""end_token"": 37}, {""rule_id"": ""ORDER_SELECT_PREPARATION"", ""text"": ""la"", ""start_token"": 39, ""end_token"": 40}]","{""quantities"": [1, 1, 1], ""monetary_values"": [], ""has_negation"": true, ""referenced_entities"": []}",
caso_139,perfil_05_habitual_contextual,"Retomando lo anterior: ¿usan aceite, utensilios o superficies compartidas con productos que contienen soya? Necesito confirmar contaminación cruzada y utensilios compartidos, no solo leer la lista de ingredientes.","retomando lo anterior: ¿usan aceite, utensilios o superficies compartidas con productos que contienen soya? necesito confirmar contaminación cruzada y utensilios compartidos, no solo leer la lista de ingredientes.","[{""rule_id"": ""ORDER_SELECT_PREPARATION"", ""text"": ""lo"", ""start_token"": 1, ""end_token"": 2}, {""rule_id"": ""CROSS_CONTAMINATION"", ""text"": ""aceite"", ""start_token"": 6, ""end_token"": 7}, {""rule_id"": ""CROSS_CONTAMINATION"", ""text"": ""utensilios"", ""start_token"": 8, ""end_token"": 9}, {""rule_id"": ""CROSS_CONTAMINATION"", ""text"": ""superficies"", ""start_token"": 10, ""end_token"": 11}, {""rule_id"": ""ALLERGEN_OPEN_QUERY"", ""text"": ""que contienen"", ""start_token"": 14, ""end_token"": 16}, {""rule_id"": ""CATEGORY_QUERY"", ""text"": ""que"", ""start_token"": 14, ""end_token"": 15}, {""rule_id"": ""PREPARATION_DEFINITION"", ""text"": ""que"", ""start_token"": 14, ""end_token"": 15}, {""rule_id"": ""PREPARATION_SEARCH"", ""text"": ""que"", ""start_token"": 14, ""end_token"": 15}, {""rule_id"": ""PRICE_Q_WH"", ""text"": ""que"", ""start_token"": 14, ""end_token"": 15}, {""rule_id"": ""INVOICE_QUERY"", ""text"": ""necesito"", ""start_token"": 18, ""end_token"": 19}, {""rule_id"": ""ORDER_WANT_PRODUCT"", ""text"": ""necesito"", ""start_token"": 18, ""end_token"": 19}, {""rule_id"": ""CROSS_CONTAMINATION"", ""text"": ""contaminación"", ""start_token"": 20, ""end_token"": 21}, {""rule_id"": ""CROSS_CONTAMINATION"", ""text"": ""contaminación cruzada"", ""start_token"": 20, ""end_token"": 22}, {""rule_id"": ""CROSS_CONTAMINATION"", ""text"": ""utensilios"", ""start_token"": 23, ""end_token"": 24}, {""rule_id"": ""CROSS_CONTAMINATION"", ""text"": ""utensilios compartidos"", ""start_token"": 23, ""end_token"": 25}, {""rule_id"": ""ORDER_SELECT_PREPARATION"", ""text"": ""la"", ""start_token"": 29, ""end_token"": 30}]","{""quantities"": [], ""monetary_values"": [], ""has_negation"": true, ""referenced_entities"": []}",
caso_140,perfil_05_habitual_contextual,Sobre lo que veníamos revisando: estoy entre mojarra y salmón; ¿cuál es más suave y fácil de comer? Quiero compararlos por ese criterio antes de escoger; todavía no estoy pidiendo ninguno.,sobre lo que veníamos revisando: estoy entre mojarra y salmón; ¿cuál es más suave y fácil de comer? quiero compararlos por ese criterio antes de escoger; todavía no estoy pidiendo ninguno.,"[{""rule_id"": ""ORDER_SELECT_PREPARATION"", ""text"": ""lo"", ""start_token"": 1, ""end_token"": 2}, {""rule_id"": ""CATEGORY_QUERY"", ""text"": ""que"", ""start_token"": 2, ""end_token"": 3}, {""rule_id"": ""PREPARATION_DEFINITION"", ""text"": ""que"", ""start_token"": 2, ""end_token"": 3}, {""rule_id"": ""PREPARATION_SEARCH"", ""text"": ""que"", ""start_token"": 2, ""end_token"": 3}, {""rule_id"": ""PRICE_Q_WH"", ""text"": ""que"", ""start_token"": 2, ""end_token"": 3}, {""rule_id"": ""PREPARATION_SEARCH"", ""text"": ""cuál"", ""start_token"": 13, ""end_token"": 14}, {""rule_id"": ""PRODUCT_COMPARISON"", ""text"": ""cuál es más suave y"", ""start_token"": 13, ""end_token"": 18}, {""rule_id"": ""ORDER_SELECT_PREPARATION_COMMAND"", ""text"": ""quiero"", ""start_token"": 22, ""end_token"": 23}, {""rule_id"": ""ORDER_WANT_PRODUCT"", ""text"": ""quiero"", ""start_token"": 22, ""end_token"": 23}]","{""quantities"": [], ""monetary_values"": [], ""has_negation"": true, ""referenced_entities"": []}",
caso_141,perfil_05_habitual_contextual,"Vuelvo al tema anterior para aclarar esto: quisiera saber cuáles cazuelas tienen disponibles dentro de la carta regular. Necesito conocer los platos de esa categoría, no recibir el archivo completo del menú.","vuelvo al tema anterior para aclarar esto: quisiera saber cuáles cazuelas tienen disponibles dentro de la menú regular. necesito conocer los platos de esa categoría, no recibir el archivo completo del menú.","[{""rule_id"": ""ORDER_WANT_PRODUCT"", ""text"": ""quisiera"", ""start_token"": 8, ""end_token"": 9}, {""rule_id"": ""CATEGORY_QUERY"", ""text"": ""cuáles"", ""start_token"": 10, ""end_token"": 11}, {""rule_id"": ""PREPARATION_SEARCH"", ""text"": ""cuáles"", ""start_token"": 10, ""end_token"": 11}, {""rule_id"": ""CATALOG_PRODUCT_OFFER"", ""text"": ""tienen"", ""start_token"": 12, ""end_token"": 13}, {""rule_id"": ""PARKING_QUERY"", ""text"": ""tienen"", ""start_token"": 12, ""end_token"": 13}, {""rule_id"": ""PREPARATION_PRODUCT"", ""text"": ""tienen"", ""start_token"": 12, ""end_token"": 13}, {""rule_id"": ""AVAILABILITY_PRODUCT"", ""text"": ""disponibles"", ""start_token"": 13, ""end_token"": 14}, {""rule_id"": ""AVAILABILITY_PRODUCT_TRAILING"", ""text"": ""disponibles"", ""start_token"": 13, ""end_token"": 14}, {""rule_id"": ""ORDER_SELECT_PREPARATION"", ""text"": ""la"", ""start_token"": 16, ""end_token"": 17}, {""rule_id"": ""INVOICE_QUERY"", ""text"": ""necesito"", ""start_token"": 20, ""end_token"": 21}, {""rule_id"": ""ORDER_WANT_PRODUCT"", ""text"": ""necesito"", ""start_token"": 20, ""end_token"": 21}, {""rule_id"": ""PAYMENT_QUERY"", ""text"": ""recibir"", ""start_token"": 29, ""end_token"": 30}]","{""quantities"": [], ""monetary_values"": [], ""has_negation"": true, ""referenced_entities"": []}",
caso_142,perfil_05_habitual_contextual,"Retomando lo anterior: ¿qué opciones de la carta pueden ofrecer sin huevo, teniendo en cuenta esa restricción? Uso la restricción para filtrar la carta; no estoy reportando una alergia ni haciendo un pedido.","retomando lo anterior: ¿qué opciones de la menú pueden ofrecer sin huevo, teniendo en cuenta esa restricción? uso la restricción para filtrar la menú; no estoy reportando una alergia ni haciendo un pedido.","[{""rule_id"": ""ORDER_SELECT_PREPARATION"", ""text"": ""lo"", ""start_token"": 1, ""end_token"": 2}, {""rule_id"": ""CATEGORY_DIETARY_RESTRICTION"", ""text"": ""qué opciones de la menú pueden ofrecer sin"", ""start_token"": 5, ""end_token"": 13}, {""rule_id"": ""CATEGORY_QUERY"", ""text"": ""qué"", ""start_token"": 5, ""end_token"": 6}, {""rule_id"": ""PREPARATION_DEFINITION"", ""text"": ""qué"", ""start_token"": 5, ""end_token"": 6}, {""rule_id"": ""PREPARATION_SEARCH"", ""text"": ""qué"", ""start_token"": 5, ""end_token"": 6}, {""rule_id"": ""PRICE_Q_WH"", ""text"": ""qué"", ""start_token"": 5, ""end_token"": 6}, {""rule_id"": ""ORDER_SELECT_PREPARATION"", ""text"": ""la"", ""start_token"": 8, ""end_token"": 9}, {""rule_id"": ""PREPARATION_PRODUCT_VERBAL"", ""text"": ""pueden"", ""start_token"": 10, ""end_token"": 11}, {""rule_id"": ""MODIFICATION_REMOVE"", ""text"": ""sin"", ""start_token"": 12, ""end_token"": 13}, {""rule_id"": ""ORDER_SELECT_PREPARATION"", ""text"": ""la"", ""start_token"": 22, ""end_token"": 23}, {""rule_id"": ""ORDER_SELECT_PREPARATION"", ""text"": ""la"", ""start_token"": 26, ""end_token"": 27}, {""rule_id"": ""ORDER_SELECT_PREPARATION"", ""text"": ""una"", ""start_token"": 32, ""end_token"": 33}, {""rule_id"": ""ALLERGY_QUERY"", ""text"": ""alergia"", ""start_token"": 33, ""end_token"": 34}, {""rule_id"": ""ORDER_WANT_PRODUCT"", ""text"": ""pedido"", ""start_token"": 37, ""end_token"": 38}]","{""quantities"": [1, 1], ""monetary_values"": [], ""has_negation"": true, ""referenced_entities"": []}",
caso_143,perfil_05_habitual_contextual,Sobre lo que veníamos revisando: no conozco esa preparación; ¿me explican qué significa pedir un pescado al ajillo? Solo quiero entender qué significa esa preparación; aún no la estoy eligiendo para un pedido.,sobre lo que veníamos revisando: no conozco esa preparación; ¿me explican qué significa pedir un pescado al ajillo? solo quiero entender qué significa esa preparación; aún no la estoy eligiendo para un pedido.,"[{""rule_id"": ""ORDER_SELECT_PREPARATION"", ""text"": ""lo"", ""start_token"": 1, ""end_token"": 2}, {""rule_id"": ""CATEGORY_QUERY"", ""text"": ""que"", ""start_token"": 2, ""end_token"": 3}, {""rule_id"": ""PREPARATION_DEFINITION"", ""text"": ""que"", ""start_token"": 2, ""end_token"": 3}, {""rule_id"": ""PREPARATION_SEARCH"", ""text"": ""que"", ""start_token"": 2, ""end_token"": 3}, {""rule_id"": ""PRICE_Q_WH"", ""text"": ""que"", ""start_token"": 2, ""end_token"": 3}, {""rule_id"": ""CATEGORY_QUERY"", ""text"": ""qué"", ""start_token"": 14, ""end_token"": 15}, {""rule_id"": ""PREPARATION_DEFINITION"", ""text"": ""qué"", ""start_token"": 14, ""end_token"": 15}, {""rule_id"": ""PREPARATION_DEFINITION"", ""text"": ""qué significa"", ""start_token"": 14, ""end_token"": 16}, {""rule_id"": ""PREPARATION_SEARCH"", ""text"": ""qué"", ""start_token"": 14, ""end_token"": 15}, {""rule_id"": ""PRICE_Q_WH"", ""text"": ""qué"", ""start_token"": 14, ""end_token"": 15}, {""rule_id"": ""ORDER_WANT_PRODUCT"", ""text"": ""pedir"", ""start_token"": 16, ""end_token"": 17}, {""rule_id"": ""ORDER_WANT_PRODUCT"", ""text"": ""pedir un"", ""start_token"": 16, ""end_token"": 18}, {""rule_id"": ""ORDER_SELECT_PREPARATION_COMMAND"", ""text"": ""quiero"", ""start_token"": 23, ""end_token"": 24}, {""rule_id"": ""ORDER_WANT_PRODUCT"", ""text"": ""quiero"", ""start_token"": 23, ""end_token"": 24}, {""rule_id"": ""CATEGORY_QUERY"", ""text"": ""qué"", ""start_token"": 25, ""end_token"": 26}, {""rule_id"": ""PREPARATION_DEFINITION"", ""text"": ""qué"", ""start_token"": 25, ""end_token"": 26}, {""rule_id"": ""PREPARATION_DEFINITION"", ""text"": ""qué significa"", ""start_token"": 25, ""end_token"": 27}, {""rule_id"": ""PREPARATION_SEARCH"", ""text"": ""qué"", ""start_token"": 25, ""end_token"": 26}, {""rule_id"": ""PRICE_Q_WH"", ""text"": ""qué"", ""start_token"": 25, ""end_token"": 26}, {""rule_id"": ""ORDER_SELECT_PREPARATION"", ""text"": ""la"", ""start_token"": 32, ""end_token"": 33}, {""rule_id"": ""ORDER_WANT_PRODUCT"", ""text"": ""pedido"", ""start_token"": 37, ""end_token"": 38}]","{""quantities"": [1, 1], ""monetary_values"": [], ""has_negation"": true, ""referenced_entities"": []}",
