caso_id,perfil,mensaje_original,mensaje_normalizado,intencion_esperada,entidades_fase1,entidades_phrase_matcher,cantidad_entities,cantidad_descartadas_solapamiento,error
caso_064,cliente_02_oficinista,"Necesito pedir un cazuela, joven","necesito pedir un cazuela, joven",hacer_pedido,{},"[{""entity_type"": ""PRODUCTO_BASE"", ""entity_id"": ""cazuela"", ""canonical"": ""cazuela"", ""text"": ""cazuela"", ""normalized_text"": ""cazuela"", ""start_char"": 18, ""end_char"": 25, ""start_token"": 3, ""end_token"": 4, ""priority"": 80, ""source"": ""PhraseMatcher""}]",1,0,
caso_065,cliente_02_oficinista,¿Cuánto demora el domicilio?,¿cuál es el tiempo de entrega el domicilio?,consultar_tiempo_entrega,{},"[{""entity_type"": ""SERVICIO"", ""entity_id"": ""domicilio"", ""canonical"": ""domicilio"", ""text"": ""entrega"", ""normalized_text"": ""entrega"", ""start_char"": 22, ""end_char"": 29, ""start_token"": 6, ""end_token"": 7, ""priority"": 60, ""source"": ""PhraseMatcher""}, {""entity_type"": ""SERVICIO"", ""entity_id"": ""domicilio"", ""canonical"": ""domicilio"", ""text"": ""domicilio"", ""normalized_text"": ""domicilio"", ""start_char"": 33, ""end_char"": 42, ""start_token"": 8, ""end_token"": 9, ""priority"": 60, ""source"": ""PhraseMatcher""}]",2,0,
caso_066,cliente_02_oficinista,Cuánto se demora?,cuál es el tiempo de entrega?,consultar_tiempo_entrega,{},"[{""entity_type"": ""SERVICIO"", ""entity_id"": ""domicilio"", ""canonical"": ""domicilio"", ""text"": ""entrega"", ""normalized_text"": ""entrega"", ""start_char"": 21, ""end_char"": 28, ""start_token"": 5, ""end_token"": 6, ""priority"": 60, ""source"": ""PhraseMatcher""}]",1,0,
caso_067,cliente_02_oficinista,Me manda la cotiza?,me manda la cotización?,solicitar_factura,{},[],0,0,
caso_068,cliente_02_oficinista,"Joven, cuánto se demora?","joven, cuál es el tiempo de entrega?",consultar_tiempo_entrega,{},"[{""entity_type"": ""SERVICIO"", ""entity_id"": ""domicilio"", ""canonical"": ""domicilio"", ""text"": ""entrega"", ""normalized_text"": ""entrega"", ""start_char"": 28, ""end_char"": 35, ""start_token"": 7, ""end_token"": 8, ""priority"": 60, ""source"": ""PhraseMatcher""}]",1,0,
caso_069,cliente_02_oficinista,¿Cuánto demora el domicilio?,¿cuál es el tiempo de entrega el domicilio?,consultar_tiempo_entrega,{},"[{""entity_type"": ""SERVICIO"", ""entity_id"": ""domicilio"", ""canonical"": ""domicilio"", ""text"": ""entrega"", ""normalized_text"": ""entrega"", ""start_char"": 22, ""end_char"": 29, ""start_token"": 6, ""end_token"": 7, ""priority"": 60, ""source"": ""PhraseMatcher""}, {""entity_type"": ""SERVICIO"", ""entity_id"": ""domicilio"", ""canonical"": ""domicilio"", ""text"": ""domicilio"", ""normalized_text"": ""domicilio"", ""start_char"": 33, ""end_char"": 42, ""start_token"": 8, ""end_token"": 9, ""priority"": 60, ""source"": ""PhraseMatcher""}]",2,0,
caso_070,cliente_02_oficinista,"Joven, necesito pedir un pescado","joven, necesito pedir un pescado",hacer_pedido,{},"[{""entity_type"": ""ALERGENO"", ""entity_id"": ""pescado"", ""canonical"": ""Pescado"", ""text"": ""pescado"", ""normalized_text"": ""pescado"", ""start_char"": 25, ""end_char"": 32, ""start_token"": 5, ""end_token"": 6, ""priority"": 90, ""source"": ""PhraseMatcher""}, {""entity_type"": ""PRODUCTO_BASE"", ""entity_id"": ""pescado"", ""canonical"": ""pescado"", ""text"": ""pescado"", ""normalized_text"": ""pescado"", ""start_char"": 25, ""end_char"": 32, ""start_token"": 5, ""end_token"": 6, ""priority"": 80, ""source"": ""PhraseMatcher""}, {""entity_type"": ""CATEGORIA"", ""entity_id"": ""pescados"", ""canonical"": ""Pescados"", ""text"": ""pescado"", ""normalized_text"": ""pescado"", ""start_char"": 25, ""end_char"": 32, ""start_token"": 5, ""end_token"": 6, ""priority"": 70, ""source"": ""PhraseMatcher""}]",3,0,
caso_071,cliente_02_oficinista,"Me manda la cotiza, joven?","me manda la cotización, joven?",solicitar_factura,{},[],0,0,
caso_072,cliente_02_oficinista,Necesito factura a nombre de la empresa,necesito factura necesito factura electrónica,solicitar_factura,{},"[{""entity_type"": ""SERVICIO"", ""entity_id"": ""factura_electronica"", ""canonical"": ""Factura electrónica"", ""text"": ""factura"", ""normalized_text"": ""factura"", ""start_char"": 9, ""end_char"": 16, ""start_token"": 1, ""end_token"": 2, ""priority"": 60, ""source"": ""PhraseMatcher""}, {""entity_type"": ""SERVICIO"", ""entity_id"": ""factura_electronica"", ""canonical"": ""Factura electrónica"", ""text"": ""factura electrónica"", ""normalized_text"": ""factura electrónica"", ""start_char"": 26, ""end_char"": 45, ""start_token"": 3, ""end_token"": 5, ""priority"": 60, ""source"": ""PhraseMatcher""}]",2,1,
caso_073,cliente_02_oficinista,"Necesito pedir un ejecutivo, señorita","necesito pedir un ejecutivo, señorita",hacer_pedido,{},"[{""entity_type"": ""CATEGORIA"", ""entity_id"": ""almuerzos_ejecutivos"", ""canonical"": ""Almuerzos Ejecutivos"", ""text"": ""ejecutivo"", ""normalized_text"": ""ejecutivo"", ""start_char"": 18, ""end_char"": 27, ""start_token"": 3, ""end_token"": 4, ""priority"": 70, ""source"": ""PhraseMatcher""}]",1,0,
caso_074,cliente_02_oficinista,"Joven, ¿Ya casi llega mi pedido?","joven, ¿dónde está mi pedido mi pedido?",consultar_tiempo_entrega,{},[],0,0,
caso_075,cliente_02_oficinista,"Me manda la cotiza, señorita?","me manda la cotización, señorita?",solicitar_factura,{},[],0,0,
caso_076,cliente_02_oficinista,¿Me envían factura?,¿me envían factura?,solicitar_factura,{},"[{""entity_type"": ""SERVICIO"", ""entity_id"": ""factura_electronica"", ""canonical"": ""Factura electrónica"", ""text"": ""factura"", ""normalized_text"": ""factura"", ""start_char"": 11, ""end_char"": 18, ""start_token"": 3, ""end_token"": 4, ""priority"": 60, ""source"": ""PhraseMatcher""}]",1,0,
caso_077,cliente_02_oficinista,Me regala la cuenta,por favor me da la cuenta,solicitar_factura,{},[],0,0,
caso_078,cliente_02_oficinista,"Señorita, me regala un pescado","señorita, por favor me da un pescado",hacer_pedido,{},"[{""entity_type"": ""ALERGENO"", ""entity_id"": ""pescado"", ""canonical"": ""Pescado"", ""text"": ""pescado"", ""normalized_text"": ""pescado"", ""start_char"": 29, ""end_char"": 36, ""start_token"": 7, ""end_token"": 8, ""priority"": 90, ""source"": ""PhraseMatcher""}, {""entity_type"": ""PRODUCTO_BASE"", ""entity_id"": ""pescado"", ""canonical"": ""pescado"", ""text"": ""pescado"", ""normalized_text"": ""pescado"", ""start_char"": 29, ""end_char"": 36, ""start_token"": 7, ""end_token"": 8, ""priority"": 80, ""source"": ""PhraseMatcher""}, {""entity_type"": ""CATEGORIA"", ""entity_id"": ""pescados"", ""canonical"": ""Pescados"", ""text"": ""pescado"", ""normalized_text"": ""pescado"", ""start_char"": 29, ""end_char"": 36, ""start_token"": 7, ""end_token"": 8, ""priority"": 70, ""source"": ""PhraseMatcher""}]",3,0,
caso_079,cliente_02_oficinista,Me manda la cotiza?,me manda la cotización?,solicitar_factura,{},[],0,0,
caso_080,cliente_02_oficinista,Quiero una combo,quiero una combo,hacer_pedido,{},[],0,0,
caso_081,cliente_03_padre_familia,"Vecino, en cuanto sale el arroz con camarón?","vecino, cuánto cuesta el arroz con camarón?",consultar_precio,{},"[{""entity_type"": ""INGREDIENTE"", ""entity_id"": ""arroz"", ""canonical"": ""Arroz"", ""text"": ""arroz"", ""normalized_text"": ""arroz"", ""start_char"": 25, ""end_char"": 30, ""start_token"": 5, ""end_token"": 6, ""priority"": 65, ""source"": ""PhraseMatcher""}, {""entity_type"": ""PRODUCTO_ESPECIFICO"", ""entity_id"": ""arroz_con_camaron"", ""canonical"": ""Arroz con Camarón"", ""text"": ""arroz con camarón"", ""normalized_text"": ""arroz con camarón"", ""start_char"": 25, ""end_char"": 42, ""start_token"": 5, ""end_token"": 8, ""priority"": 100, ""source"": ""PhraseMatcher""}, {""entity_type"": ""ALERGENO"", ""entity_id"": ""crustaceos"", ""canonical"": ""Crustáceos"", ""text"": ""camarón"", ""normalized_text"": ""camarón"", ""start_char"": 35, ""end_char"": 42, ""start_token"": 7, ""end_token"": 8, ""priority"": 90, ""source"": ""PhraseMatcher""}]",3,3,
caso_082,cliente_03_padre_familia,"Tienen el menú del día, amigo?","tienen el menú del día, amigo?",consultar_menu,{},"[{""entity_type"": ""SERVICIO"", ""entity_id"": ""menu_pdf"", ""canonical"": ""menu_pdf"", ""text"": ""menú"", ""normalized_text"": ""menú"", ""start_char"": 10, ""end_char"": 14, ""start_token"": 2, ""end_token"": 3, ""priority"": 60, ""source"": ""PhraseMatcher""}]",1,0,
caso_083,cliente_03_padre_familia,Necesito pedir un cazuela,necesito pedir un cazuela,hacer_pedido,{},"[{""entity_type"": ""PRODUCTO_BASE"", ""entity_id"": ""cazuela"", ""canonical"": ""cazuela"", ""text"": ""cazuela"", ""normalized_text"": ""cazuela"", ""start_char"": 18, ""end_char"": 25, ""start_token"": 3, ""end_token"": 4, ""priority"": 80, ""source"": ""PhraseMatcher""}]",1,0,
caso_084,cliente_03_padre_familia,Me mandas el menú,me mandas el menú,consultar_menu,{},"[{""entity_type"": ""SERVICIO"", ""entity_id"": ""menu_pdf"", ""canonical"": ""menu_pdf"", ""text"": ""menú"", ""normalized_text"": ""menú"", ""start_char"": 13, ""end_char"": 17, ""start_token"": 3, ""end_token"": 4, ""priority"": 60, ""source"": ""PhraseMatcher""}]",1,0,
caso_085,cliente_03_padre_familia,"Envíame la carta, vecino","envíame la menú, vecino",consultar_menu,{},"[{""entity_type"": ""SERVICIO"", ""entity_id"": ""menu_pdf"", ""canonical"": ""menu_pdf"", ""text"": ""menú"", ""normalized_text"": ""menú"", ""start_char"": 11, ""end_char"": 15, ""start_token"": 2, ""end_token"": 3, ""priority"": 60, ""source"": ""PhraseMatcher""}]",1,0,
