id,perfil_cliente_id,mensaje,intencion_esperada,entidades_esperadas,accion_esperada,enviar_pdf,ofrecer_pdf,mencionar_envio_previo,requiere_aclaracion,respuesta_esperada_resumen
caso_043,cliente_02_oficinista,Mándeme una combo,hacer_pedido,{},,False,True,False,False,Genérica generada por script
caso_044,cliente_02_oficinista,"Joven, ¿Ya casi llega mi pedido?",consultar_tiempo_entrega,{},,False,True,False,False,Genérica generada por script
caso_045,cliente_02_oficinista,"Señorita, por donde viene el domiciliario?",consultar_tiempo_entrega,{},,False,True,False,False,Genérica generada por script
caso_046,cliente_02_oficinista,Por donde viene el domiciliario?,consultar_tiempo_entrega,{},,False,True,False,False,Genérica generada por script
caso_047,cliente_02_oficinista,¿Ya casi llega mi pedido?,consultar_tiempo_entrega,{},,False,True,False,False,Genérica generada por script
caso_048,cliente_02_oficinista,"Necesito pedir un combo, señorita",hacer_pedido,{},,False,True,False,False,Genérica generada por script
caso_049,cliente_02_oficinista,¿Me envían factura?,solicitar_factura,{},,False,True,False,False,Genérica generada por script
caso_050,cliente_02_oficinista,Me regala la cuenta,solicitar_factura,{},,False,True,False,False,Genérica generada por script
caso_051,cliente_02_oficinista,¿Ya casi llega mi pedido?,consultar_tiempo_entrega,{},,False,True,False,False,Genérica generada por script
caso_052,cliente_02_oficinista,Me regala la cuenta,solicitar_factura,{},,False,True,False,False,Genérica generada por script
caso_053,cliente_02_oficinista,Por donde viene el domiciliario?,consultar_tiempo_entrega,{},,False,True,False,False,Genérica generada por script
caso_054,cliente_02_oficinista,Cuánto se demora?,consultar_tiempo_entrega,{},,False,True,False,False,Genérica generada por script
caso_055,cliente_02_oficinista,"Señorita, quiero una combo",hacer_pedido,{},,False,True,False,False,Genérica generada por script
caso_056,cliente_02_oficinista,Me regala un hamburguesa,hacer_pedido,{},,False,True,False,False,Genérica generada por script
caso_057,cliente_02_oficinista,Necesito pedir un hamburguesa,hacer_pedido,{},,False,True,False,False,Genérica generada por script
caso_058,cliente_02_oficinista,Necesito pedir un combo,hacer_pedido,{},,False,True,False,False,Genérica generada por script
caso_059,cliente_02_oficinista,Me regala un ejecutivo,hacer_pedido,{},,False,True,False,False,Genérica generada por script
caso_060,cliente_02_oficinista,Me regala un corrientazo,hacer_pedido,{},,False,True,False,False,Genérica generada por script
caso_061,cliente_02_oficinista,Me regala la cuenta,solicitar_factura,{},,False,True,False,False,Genérica generada por script
caso_062,cliente_02_oficinista,"Joven, me manda la cotiza?",solicitar_factura,{},,False,True,False,False,Genérica generada por script
caso_063,cliente_02_oficinista,Me regala un cazuela,hacer_pedido,{},,False,True,False,False,Genérica generada por script
caso_064,cliente_02_oficinista,"Necesito pedir un cazuela, joven",hacer_pedido,{},,False,True,False,False,Genérica generada por script
caso_065,cliente_02_oficinista,¿Cuánto demora el domicilio?,consultar_tiempo_entrega,{},,False,True,False,False,Genérica generada por script
caso_066,cliente_02_oficinista,Cuánto se demora?,consultar_tiempo_entrega,{},,False,True,False,False,Genérica generada por script
caso_067,cliente_02_oficinista,Me manda la cotiza?,solicitar_factura,{},,False,True,False,False,Genérica generada por script
caso_068,cliente_02_oficinista,"Joven, cuánto se demora?",consultar_tiempo_entrega,{},,False,True,False,False,Genérica generada por script
caso_069,cliente_02_oficinista,¿Cuánto demora el domicilio?,consultar_tiempo_entrega,{},,False,True,False,False,Genérica generada por script
caso_070,cliente_02_oficinista,"Joven, necesito pedir un pescado",hacer_pedido,{},,False,True,False,False,Genérica generada por script
caso_071,cliente_02_oficinista,"Me manda la cotiza, joven?",solicitar_factura,{},,False,True,False,False,Genérica generada por script
caso_072,cliente_02_oficinista,Necesito factura a nombre de la empresa,solicitar_factura,{},,False,True,False,False,Genérica generada por script
caso_073,cliente_02_oficinista,"Necesito pedir un ejecutivo, señorita",hacer_pedido,{},,False,True,False,False,Genérica generada por script
caso_074,cliente_02_oficinista,"Joven, ¿Ya casi llega mi pedido?",consultar_tiempo_entrega,{},,False,True,False,False,Genérica generada por script
caso_075,cliente_02_oficinista,"Me manda la cotiza, señorita?",solicitar_factura,{},,False,True,False,False,Genérica generada por script
caso_076,cliente_02_oficinista,¿Me envían factura?,solicitar_factura,{},,False,True,False,False,Genérica generada por script
caso_077,cliente_02_oficinista,Me regala la cuenta,solicitar_factura,{},,False,True,False,False,Genérica generada por script
caso_078,cliente_02_oficinista,"Señorita, me regala un pescado",hacer_pedido,{},,False,True,False,False,Genérica generada por script
caso_079,cliente_02_oficinista,Me manda la cotiza?,solicitar_factura,{},,False,True,False,False,Genérica generada por script
caso_080,cliente_02_oficinista,Quiero una combo,hacer_pedido,{},,False,True,False,False,Genérica generada por script
caso_081,cliente_03_padre_familia,"Vecino, en cuanto sale el arroz con camarón?",consultar_precio,{},,False,True,False,False,Genérica generada por script
caso_082,cliente_03_padre_familia,"Tienen el menú del día, amigo?",consultar_menu,{},,False,True,False,False,Genérica generada por script
caso_083,cliente_03_padre_familia,Necesito pedir un cazuela,hacer_pedido,{},,False,True,False,False,Genérica generada por script
caso_084,cliente_03_padre_familia,Me mandas el menú,consultar_menu,{},,False,True,False,False,Genérica generada por script
caso_085,cliente_03_padre_familia,"Envíame la carta, vecino",consultar_menu,{},,False,True,False,False,Genérica generada por script
caso_086,cliente_03_padre_familia,"¿A cómo tienen el pescado, amigo?",consultar_precio,{},,False,True,False,False,Genérica generada por script
caso_087,cliente_03_padre_familia,"¿Cuánto vale la arroz con camarón, vecino?",consultar_precio,{},,False,True,False,False,Genérica generada por script
caso_088,cliente_03_padre_familia,"en cuanto sale el combo, vecino?",consultar_precio,{},,False,True,False,False,Genérica generada por script
caso_089,cliente_03_padre_familia,"Vecino, pásame el menú",consultar_menu,{},,False,True,False,False,Genérica generada por script
caso_090,cliente_03_padre_familia,Quiero una hamburguesa,hacer_pedido,{},,False,True,False,False,Genérica generada por script
caso_091,cliente_03_padre_familia,"Tienen el menú del día, vecino?",consultar_menu,{},,False,True,False,False,Genérica generada por script
caso_092,cliente_03_padre_familia,¿Qué precio tiene la pescado?,consultar_precio,{},,False,True,False,False,Genérica generada por script
caso_093,cliente_03_padre_familia,"Vecino, ¿Qué precio tiene la hamburguesa?",consultar_precio,{},,False,True,False,False,Genérica generada por script
caso_094,cliente_03_padre_familia,Mándeme una hamburguesa,hacer_pedido,{},,False,True,False,False,Genérica generada por script
caso_095,cliente_03_padre_familia,"Tienen el menú del día, amigo?",consultar_menu,{},,False,True,False,False,Genérica generada por script
caso_096,cliente_03_padre_familia,"Vecino, ¿Qué precio tiene la mojarra frita?",consultar_precio,{},,False,True,False,False,Genérica generada por script
caso_097,cliente_03_padre_familia,¿A cómo tienen el pescado?,consultar_precio,{},,False,True,False,False,Genérica generada por script
caso_098,cliente_03_padre_familia,"Me mandas el menú, vecino",consultar_menu,{},,False,True,False,False,Genérica generada por script
caso_099,cliente_03_padre_familia,Necesito pedir un combo,hacer_pedido,{},,False,True,False,False,Genérica generada por script
caso_100,cliente_03_padre_familia,Necesito pedir un corrientazo,hacer_pedido,{},,False,True,False,False,Genérica generada por script
caso_101,cliente_03_padre_familia,Quiero una arroz con camarón,hacer_pedido,{},,False,True,False,False,Genérica generada por script
caso_102,cliente_03_padre_familia,"Amigo, necesito pedir un cazuela",hacer_pedido,{},,False,True,False,False,Genérica generada por script
caso_103,cliente_03_padre_familia,"Envíame la carta, vecino",consultar_menu,{},,False,True,False,False,Genérica generada por script
caso_104,cliente_03_padre_familia,"Amigo, tienen el menú del día?",consultar_menu,{},,False,True,False,False,Genérica generada por script
caso_105,cliente_03_padre_familia,Pásame el menú,consultar_menu,{},,False,True,False,False,Genérica generada por script
caso_106,cliente_03_padre_familia,"Mándeme una cazuela, vecino",hacer_pedido,{},,False,True,False,False,Genérica generada por script
caso_107,cliente_03_padre_familia,Quiero una ejecutivo,hacer_pedido,{},,False,True,False,False,Genérica generada por script
caso_108,cliente_03_padre_familia,"¿A cómo tienen el combo, amigo?",consultar_precio,{},,False,True,False,False,Genérica generada por script
caso_109,cliente_03_padre_familia,Necesito pedir un mojarra frita,hacer_pedido,{},,False,True,False,False,Genérica generada por script
caso_110,cliente_03_padre_familia,"Vecino, quiero una arroz con camarón",hacer_pedido,{},,False,True,False,False,Genérica generada por script
caso_111,cliente_03_padre_familia,"Mándeme una pescado, vecino",hacer_pedido,{},,False,True,False,False,Genérica generada por script
caso_112,cliente_03_padre_familia,en cuanto sale el cazuela?,consultar_precio,{},,False,True,False,False,Genérica generada por script
caso_113,cliente_03_padre_familia,¿A cómo tienen el combo?,consultar_precio,{},,False,True,False,False,Genérica generada por script
caso_114,cliente_03_padre_familia,Me regala un cazuela,hacer_pedido,{},,False,True,False,False,Genérica generada por script
caso_115,cliente_03_padre_familia,¿Qué precio tiene la pescado?,consultar_precio,{},,False,True,False,False,Genérica generada por script
caso_116,cliente_03_padre_familia,"Amigo, en cuanto sale el corrientazo?",consultar_precio,{},,False,True,False,False,Genérica generada por script
caso_117,cliente_03_padre_familia,"Necesito pedir un corrientazo, vecino",hacer_pedido,{},,False,True,False,False,Genérica generada por script
caso_118,cliente_03_padre_familia,"¿Cuánto vale la corrientazo, vecino?",consultar_precio,{},,False,True,False,False,Genérica generada por script
caso_119,cliente_03_padre_familia,"Vecino, me regala un combo",hacer_pedido,{},,False,True,False,False,Genérica generada por script
caso_120,cliente_03_padre_familia,Quiero una arroz con camarón,hacer_pedido,{},,False,True,False,False,Genérica generada por script
caso_121,cliente_04_adulta_mayor,"Mi hijito, mándeme una mojarra frita",hacer_pedido,{},,False,True,False,False,Genérica generada por script
caso_122,cliente_04_adulta_mayor,"Mi hijito, quiero una pescado",hacer_pedido,{},,False,True,False,False,Genérica generada por script
caso_123,cliente_04_adulta_mayor,"Mándeme una mojarra frita, señor",hacer_pedido,{},,False,True,False,False,Genérica generada por script
caso_124,cliente_04_adulta_mayor,Mándeme una cazuela,hacer_pedido,{},,False,True,False,False,Genérica generada por script
caso_125,cliente_04_adulta_mayor,Quiero una combo,hacer_pedido,{},,False,True,False,False,Genérica generada por script
caso_126,cliente_04_adulta_mayor,Tienen el menú del día?,consultar_menu,{},,False,True,False,False,Genérica generada por script
caso_127,cliente_04_adulta_mayor,"Necesito pedir un combo, señor",hacer_pedido,{},,False,True,False,False,Genérica generada por script
caso_128,cliente_04_adulta_mayor,Me regala un arroz con camarón,hacer_pedido,{},,False,True,False,False,Genérica generada por script
caso_129,cliente_04_adulta_mayor,Necesito pedir un corrientazo,hacer_pedido,{},,False,True,False,False,Genérica generada por script
caso_130,cliente_04_adulta_mayor,"Me regala un pescado, señor",hacer_pedido,{},,False,True,False,False,Genérica generada por script
caso_131,cliente_04_adulta_mayor,"Mi hijito, mándeme una hamburguesa",hacer_pedido,{},,False,True,False,False,Genérica generada por script
caso_132,cliente_04_adulta_mayor,"Quiero una hamburguesa, señor",hacer_pedido,{},,False,True,False,False,Genérica generada por script
caso_133,cliente_04_adulta_mayor,Tienen el menú del día?,consultar_menu,{},,False,True,False,False,Genérica generada por script
caso_134,cliente_04_adulta_mayor,"Quiero una pescado, mi hijito",hacer_pedido,{},,False,True,False,False,Genérica generada por script
caso_135,cliente_04_adulta_mayor,Pásame el menú,consultar_menu,{},,False,True,False,False,Genérica generada por script
caso_136,cliente_04_adulta_mayor,Quiero una hamburguesa,hacer_pedido,{},,False,True,False,False,Genérica generada por script
caso_137,cliente_04_adulta_mayor,Quiero una cazuela,hacer_pedido,{},,False,True,False,False,Genérica generada por script
caso_138,cliente_04_adulta_mayor,"Señor, tienen el menú del día?",consultar_menu,{},,False,True,False,False,Genérica generada por script
caso_139,cliente_04_adulta_mayor,"Señor, pásame el menú",consultar_menu,{},,False,True,False,False,Genérica generada por script
caso_140,cliente_04_adulta_mayor,"Tienen el menú del día, mi hijito?",consultar_menu,{},,False,True,False,False,Genérica generada por script
caso_141,cliente_04_adulta_mayor,Tienen el menú del día?,consultar_menu,{},,False,True,False,False,Genérica generada por script
caso_142,cliente_04_adulta_mayor,Necesito pedir un mojarra frita,hacer_pedido,{},,False,True,False,False,Genérica generada por script
caso_143,cliente_04_adulta_mayor,Pásame el menú,consultar_menu,{},,False,True,False,False,Genérica generada por script
caso_144,cliente_04_adulta_mayor,Necesito pedir un pescado,hacer_pedido,{},,False,True,False,False,Genérica generada por script
caso_145,cliente_04_adulta_mayor,"Quiero una ejecutivo, señor",hacer_pedido,{},,False,True,False,False,Genérica generada por script
caso_146,cliente_04_adulta_mayor,"Quiero una combo, mi hijito",hacer_pedido,{},,False,True,False,False,Genérica generada por script
caso_147,cliente_04_adulta_mayor,"Señor, tienen el menú del día?",consultar_menu,{},,False,True,False,False,Genérica generada por script
caso_148,cliente_04_adulta_mayor,Me regala un cazuela,hacer_pedido,{},,False,True,False,False,Genérica generada por script
caso_149,cliente_04_adulta_mayor,"Señor, me mandas el menú",consultar_menu,{},,False,True,False,False,Genérica generada por script
caso_150,cliente_04_adulta_mayor,"Envíame la carta, mi hijito",consultar_menu,{},,False,True,False,False,Genérica generada por script
caso_151,cliente_04_adulta_mayor,Necesito pedir un hamburguesa,hacer_pedido,{},,False,True,False,False,Genérica generada por script
caso_152,cliente_04_adulta_mayor,Envíame la carta,consultar_menu,{},,False,True,False,False,Genérica generada por script
caso_153,cliente_04_adulta_mayor,Me mandas el menú,consultar_menu,{},,False,True,False,False,Genérica generada por script
caso_154,cliente_04_adulta_mayor,"Mándeme una hamburguesa, mi hijito",hacer_pedido,{},,False,True,False,False,Genérica generada por script
caso_155,cliente_04_adulta_mayor,Me regala un cazuela,hacer_pedido,{},,False,True,False,False,Genérica generada por script
caso_156,cliente_04_adulta_mayor,Envíame la carta,consultar_menu,{},,False,True,False,False,Genérica generada por script
caso_157,cliente_04_adulta_mayor,"Pásame el menú, señor",consultar_menu,{},,False,True,False,False,Genérica generada por script
caso_158,cliente_04_adulta_mayor,Me regala un combo,hacer_pedido,{},,False,True,False,False,Genérica generada por script
caso_159,cliente_04_adulta_mayor,"Señor, quiero una hamburguesa",hacer_pedido,{},,False,True,False,False,Genérica generada por script
caso_160,cliente_04_adulta_mayor,"Mi hijito, quiero una hamburguesa",hacer_pedido,{},,False,True,False,False,Genérica generada por script
caso_161,cliente_05_habitual,Mándeme una cazuela,hacer_pedido,{},,False,True,False,False,Genérica generada por script
caso_162,cliente_05_habitual,Quiero una hamburguesa,hacer_pedido,{},,False,True,False,False,Genérica generada por script
caso_163,cliente_05_habitual,"Vecino, quiero una ejecutivo",hacer_pedido,{},,False,True,False,False,Genérica generada por script
caso_164,cliente_05_habitual,"Patrón, necesito pedir un arroz con camarón",hacer_pedido,{},,False,True,False,False,Genérica generada por script
caso_165,cliente_05_habitual,"Vecino, me regala un mojarra frita",hacer_pedido,{},,False,True,False,False,Genérica generada por script
caso_166,cliente_05_habitual,"Patrón, ¿Cuánto demora el domicilio?",consultar_tiempo_entrega,{},,False,True,False,False,Genérica generada por script
caso_167,cliente_05_habitual,"Por donde viene el domiciliario, patrón?",consultar_tiempo_entrega,{},,False,True,False,False,Genérica generada por script
caso_168,cliente_05_habitual,Cuánto se demora?,consultar_tiempo_entrega,{},,False,True,False,False,Genérica generada por script
caso_169,cliente_05_habitual,¿Cuánto demora el domicilio?,consultar_tiempo_entrega,{},,False,True,False,False,Genérica generada por script
caso_170,cliente_05_habitual,¿Ya casi llega mi pedido?,consultar_tiempo_entrega,{},,False,True,False,False,Genérica generada por script
caso_171,cliente_05_habitual,Cuánto se demora?,consultar_tiempo_entrega,{},,False,True,False,False,Genérica generada por script
caso_172,cliente_05_habitual,Quiero una ejecutivo,hacer_pedido,{},,False,True,False,False,Genérica generada por script
caso_173,cliente_05_habitual,Por donde viene el domiciliario?,consultar_tiempo_entrega,{},,False,True,False,False,Genérica generada por script
caso_174,cliente_05_habitual,Cuánto se demora?,consultar_tiempo_entrega,{},,False,True,False,False,Genérica generada por script
caso_175,cliente_05_habitual,"¿Cuánto demora el domicilio, vecino?",consultar_tiempo_entrega,{},,False,True,False,False,Genérica generada por script
caso_176,cliente_05_habitual,"Patrón, ¿Ya casi llega mi pedido?",consultar_tiempo_entrega,{},,False,True,False,False,Genérica generada por script
caso_177,cliente_05_habitual,"¿Cuánto demora el domicilio, llave?",consultar_tiempo_entrega,{},,False,True,False,False,Genérica generada por script
caso_178,cliente_05_habitual,Mándeme una ejecutivo,hacer_pedido,{},,False,True,False,False,Genérica generada por script
caso_179,cliente_05_habitual,¿Cuánto demora el domicilio?,consultar_tiempo_entrega,{},,False,True,False,False,Genérica generada por script
caso_180,cliente_05_habitual,Necesito pedir un mojarra frita,hacer_pedido,{},,False,True,False,False,Genérica generada por script
caso_181,cliente_05_habitual,Por donde viene el domiciliario?,consultar_tiempo_entrega,{},,False,True,False,False,Genérica generada por script
caso_182,cliente_05_habitual,¿Cuánto demora el domicilio?,consultar_tiempo_entrega,{},,False,True,False,False,Genérica generada por script
caso_183,cliente_05_habitual,"Llave, mándeme una combo",hacer_pedido,{},,False,True,False,False,Genérica generada por script
caso_184,cliente_05_habitual,¿Cuánto demora el domicilio?,consultar_tiempo_entrega,{},,False,True,False,False,Genérica generada por script
caso_185,cliente_05_habitual,"Quiero una corrientazo, patrón",hacer_pedido,{},,False,True,False,False,Genérica generada por script
caso_186,cliente_05_habitual,"Llave, por donde viene el domiciliario?",consultar_tiempo_entrega,{},,False,True,False,False,Genérica generada por script
caso_187,cliente_05_habitual,Por donde viene el domiciliario?,consultar_tiempo_entrega,{},,False,True,False,False,Genérica generada por script
caso_188,cliente_05_habitual,Quiero una ejecutivo,hacer_pedido,{},,False,True,False,False,Genérica generada por script
caso_189,cliente_05_habitual,"Vecino, por donde viene el domiciliario?",consultar_tiempo_entrega,{},,False,True,False,False,Genérica generada por script
caso_190,cliente_05_habitual,"Mándeme una ejecutivo, vecino",hacer_pedido,{},,False,True,False,False,Genérica generada por script
caso_191,cliente_05_habitual,"¿Cuánto demora el domicilio, llave?",consultar_tiempo_entrega,{},,False,True,False,False,Genérica generada por script
caso_192,cliente_05_habitual,Por donde viene el domiciliario?,consultar_tiempo_entrega,{},,False,True,False,False,Genérica generada por script
caso_193,cliente_05_habitual,Mándeme una hamburguesa,hacer_pedido,{},,False,True,False,False,Genérica generada por script
caso_194,cliente_05_habitual,Mándeme una combo,hacer_pedido,{},,False,True,False,False,Genérica generada por script
caso_195,cliente_05_habitual,"Vecino, ¿Ya casi llega mi pedido?",consultar_tiempo_entrega,{},,False,True,False,False,Genérica generada por script
caso_196,cliente_05_habitual,"Vecino, necesito pedir un hamburguesa",hacer_pedido,{},,False,True,False,False,Genérica generada por script
caso_197,cliente_05_habitual,"Me regala un cazuela, patrón",hacer_pedido,{},,False,True,False,False,Genérica generada por script
caso_198,cliente_05_habitual,"Llave, por donde viene el domiciliario?",consultar_tiempo_entrega,{},,False,True,False,False,Genérica generada por script
caso_199,cliente_05_habitual,"Patrón, por donde viene el domiciliario?",consultar_tiempo_entrega,{},,False,True,False,False,Genérica generada por script
caso_200,cliente_05_habitual,Quiero una hamburguesa,hacer_pedido,{},,False,True,False,False,Genérica generada por script
caso_201,cliente_06_profesional,Me manda la cotiza?,solicitar_factura,{},,False,True,False,False,Genérica generada por script
caso_202,cliente_06_profesional,Me regala un hamburguesa,hacer_pedido,{},,False,True,False,False,Genérica generada por script
caso_203,cliente_06_profesional,¿Me envían factura?,solicitar_factura,{},,False,True,False,False,Genérica generada por script
caso_204,cliente_06_profesional,Necesito factura a nombre de la empresa,solicitar_factura,{},,False,True,False,False,Genérica generada por script
caso_205,cliente_06_profesional,Tienen el menú del día?,consultar_menu,{},,False,True,False,False,Genérica generada por script
caso_206,cliente_06_profesional,Tienen el menú del día?,consultar_menu,{},,False,True,False,False,Genérica generada por script
caso_207,cliente_06_profesional,"Estimado, necesito pedir un cazuela",hacer_pedido,{},,False,True,False,False,Genérica generada por script
caso_208,cliente_06_profesional,Envíame la carta,consultar_menu,{},,False,True,False,False,Genérica generada por script
caso_209,cliente_06_profesional,Me regala un hamburguesa,hacer_pedido,{},,False,True,False,False,Genérica generada por script
caso_210,cliente_06_profesional,"Mándeme una arroz con camarón, caballero",hacer_pedido,{},,False,True,False,False,Genérica generada por script
caso_211,cliente_06_profesional,Envíame la carta,consultar_menu,{},,False,True,False,False,Genérica generada por script
caso_212,cliente_06_profesional,Pásame el menú,consultar_menu,{},,False,True,False,False,Genérica generada por script
caso_213,cliente_06_profesional,"Estimado, tienen el menú del día?",consultar_menu,{},,False,True,False,False,Genérica generada por script
caso_214,cliente_06_profesional,¿Me envían factura?,solicitar_factura,{},,False,True,False,False,Genérica generada por script
caso_215,cliente_06_profesional,Envíame la carta,consultar_menu,{},,False,True,False,False,Genérica generada por script
caso_216,cliente_06_profesional,"Me regala un pescado, caballero",hacer_pedido,{},,False,True,False,False,Genérica generada por script
caso_217,cliente_06_profesional,Me mandas el menú,consultar_menu,{},,False,True,False,False,Genérica generada por script
caso_218,cliente_06_profesional,Me regala la cuenta,solicitar_factura,{},,False,True,False,False,Genérica generada por script
caso_219,cliente_06_profesional,"Caballero, mándeme una pescado",hacer_pedido,{},,False,True,False,False,Genérica generada por script
caso_220,cliente_06_profesional,Necesito factura a nombre de la empresa,solicitar_factura,{},,False,True,False,False,Genérica generada por script
caso_221,cliente_06_profesional,Pásame el menú,consultar_menu,{},,False,True,False,False,Genérica generada por script
caso_222,cliente_06_profesional,Tienen el menú del día?,consultar_menu,{},,False,True,False,False,Genérica generada por script
caso_223,cliente_06_profesional,"Me manda la cotiza, caballero?",solicitar_factura,{},,False,True,False,False,Genérica generada por script
caso_224,cliente_06_profesional,"Me manda la cotiza, estimado?",solicitar_factura,{},,False,True,False,False,Genérica generada por script
caso_225,cliente_06_profesional,"Necesito pedir un arroz con camarón, estimado",hacer_pedido,{},,False,True,False,False,Genérica generada por script
caso_226,cliente_06_profesional,Me regala un pescado,hacer_pedido,{},,False,True,False,False,Genérica generada por script
caso_227,cliente_06_profesional,¿Me envían factura?,solicitar_factura,{},,False,True,False,False,Genérica generada por script
caso_228,cliente_06_profesional,"Estimado, mándeme una cazuela",hacer_pedido,{},,False,True,False,False,Genérica generada por script
